municipio,trimestre,Ocupação no trabalho,quantidade de ocupação no trabalho
São Paulo,1º trimestre 2019,Outros serviços,1358.0
São Paulo,1º trimestre 2019,Serviços domésticos,1416.0
São Paulo,1º trimestre 2019,Atividades mal definidas,1.0
São Paulo,2º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",693.0
São Paulo,2º trimestre 2019,Indústria geral,3667.0
São Paulo,2º trimestre 2019,Indústria de transformação,3402.0
São Paulo,2º trimestre 2019,Construção,1552.0
São Paulo,2º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",4027.0
São Paulo,2º trimestre 2019,"Transporte, armazenagem e correio",1277.0
São Paulo,2º trimestre 2019,Alojamento e alimentação,1421.0
São Paulo,2º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3647.0
São Paulo,2º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3519.0
São Paulo,2º trimestre 2019,Outros serviços,1412.0
São Paulo,2º trimestre 2019,Serviços domésticos,1478.0
São Paulo,2º trimestre 2019,Atividades mal definidas,3.0
São Paulo,3º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",708.0
São Paulo,3º trimestre 2019,Indústria geral,3600.0
São Paulo,3º trimestre 2019,Indústria de transformação,3302.0
São Paulo,3º trimestre 2019,Construção,1672.0
São Paulo,3º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",4051.0
São Paulo,3º trimestre 2019,"Transporte, armazenagem e correio",1355.0
São Paulo,3º trimestre 2019,Alojamento e alimentação,1441.0
São Paulo,3º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3685.0
São Paulo,3º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3438.0
São Paulo,3º trimestre 2019,Outros serviços,1422.0
São Paulo,3º trimestre 2019,Serviços domésticos,1547.0
São Paulo,3º trimestre 2019,Atividades mal definidas,0.0
São Paulo,4º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",723.0
São Paulo,4º trimestre 2019,Indústria geral,3698.0
São Paulo,4º trimestre 2019,Indústria de transformação,3380.0
São Paulo,4º trimestre 2019,Construção,1536.0
São Paulo,4º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",4088.0
São Paulo,4º trimestre 2019,"Transporte, armazenagem e correio",1407.0
São Paulo,4º trimestre 2019,Alojamento e alimentação,1478.0
São Paulo,4º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3658.0
São Paulo,4º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3499.0
São Paulo,4º trimestre 2019,Outros serviços,1438.0
São Paulo,4º trimestre 2019,Serviços domésticos,1486.0
São Paulo,4º trimestre 2019,Atividades mal definidas,2.0
São Paulo,1º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",673.0
São Paulo,1º trimestre 2020,Indústria geral,3644.0
São Paulo,1º trimestre 2020,Indústria de transformação,3327.0
São Paulo,1º trimestre 2020,Construção,1534.0
São Paulo,1º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",3988.0
São Paulo,1º trimestre 2020,"Transporte, armazenagem e correio",1376.0
São Paulo,1º trimestre 2020,Alojamento e alimentação,1308.0
São Paulo,1º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3759.0
São Paulo,1º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3553.0
São Paulo,1º trimestre 2020,Outros serviços,1333.0
São Paulo,1º trimestre 2020,Serviços domésticos,1332.0
São Paulo,1º trimestre 2020,Atividades mal definidas,2.0
São Paulo,2º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",688.0
São Paulo,2º trimestre 2020,Indústria geral,3314.0
São Paulo,2º trimestre 2020,Indústria de transformação,3022.0
São Paulo,2º trimestre 2020,Construção,1293.0
São Paulo,2º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",3398.0
São Paulo,2º trimestre 2020,"Transporte, armazenagem e correio",1254.0
São Paulo,2º trimestre 2020,Alojamento e alimentação,924.0
São Paulo,2º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3506.0
São Paulo,2º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3477.0
São Paulo,2º trimestre 2020,Outros serviços,1146.0
São Paulo,2º trimestre 2020,Serviços domésticos,1071.0
São Paulo,2º trimestre 2020,Atividades mal definidas,0.0
São Paulo,3º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",783.0
São Paulo,3º trimestre 2020,Indústria geral,3227.0
São Paulo,3º trimestre 2020,Indústria de transformação,2977.0
São Paulo,3º trimestre 2020,Construção,1407.0
São Paulo,3º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",3472.0
São Paulo,3º trimestre 2020,"Transporte, armazenagem e correio",1163.0
São Paulo,3º trimestre 2020,Alojamento e alimentação,914.0
São Paulo,3º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3432.0
São Paulo,3º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3449.0
São Paulo,3º trimestre 2020,Outros serviços,983.0
São Paulo,3º trimestre 2020,Serviços domésticos,968.0
São Paulo,3º trimestre 2020,Atividades mal definidas,0.0
São Paulo,4º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",759.0
São Paulo,4º trimestre 2020,Indústria geral,3439.0
São Paulo,4º trimestre 2020,Indústria de transformação,3213.0
São Paulo,4º trimestre 2020,Construção,1364.0
São Paulo,4º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",3734.0
São Paulo,4º trimestre 2020,"Transporte, armazenagem e correio",1168.0
São Paulo,4º trimestre 2020,Alojamento e alimentação,999.0
São Paulo,4º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3641.0
São Paulo,4º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3497.0
São Paulo,4º trimestre 2020,Outros serviços,1002.0
São Paulo,4º trimestre 2020,Serviços domésticos,1051.0
São Paulo,4º trimestre 2020,Atividades mal definidas,3.0
São Paulo,1º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",739.0
São Paulo,1º trimestre 2021,Indústria geral,3506.0
São Paulo,1º trimestre 2021,Indústria de transformação,3274.0
São Paulo,1º trimestre 2021,Construção,1389.0
São Paulo,1º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",3607.0
São Paulo,1º trimestre 2021,"Transporte, armazenagem e correio",1298.0
São Paulo,1º trimestre 2021,Alojamento e alimentação,909.0
São Paulo,1º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3657.0
São Paulo,1º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3645.0
São Paulo,1º trimestre 2021,Outros serviços,1036.0
São Paulo,1º trimestre 2021,Serviços domésticos,1053.0
São Paulo,1º trimestre 2021,Atividades mal definidas,0.0
São Paulo,2º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",695.0
São Paulo,2º trimestre 2021,Indústria geral,3425.0
São Paulo,2º trimestre 2021,Indústria de transformação,3222.0
São Paulo,2º trimestre 2021,Construção,1443.0
São Paulo,2º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",3724.0
São Paulo,2º trimestre 2021,"Transporte, armazenagem e correio",1357.0
São Paulo,2º trimestre 2021,Alojamento e alimentação,1021.0
São Paulo,2º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3842.0
São Paulo,2º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3630.0
São Paulo,2º trimestre 2021,Outros serviços,1109.0
São Paulo,2º trimestre 2021,Serviços domésticos,1133.0
São Paulo,2º trimestre 2021,Atividades mal definidas,17.0
São Paulo,3º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",645.0
São Paulo,3º trimestre 2021,Indústria geral,3759.0
São Paulo,3º trimestre 2021,Indústria de transformação,3539.0
São Paulo,3º trimestre 2021,Construção,1576.0
São Paulo,3º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",4002.0
São Paulo,3º trimestre 2021,"Transporte, armazenagem e correio",1390.0
São Paulo,3º trimestre 2021,Alojamento e alimentação,1153.0
São Paulo,3º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3801.0
São Paulo,3º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3521.0
São Paulo,3º trimestre 2021,Outros serviços,1056.0
São Paulo,3º trimestre 2021,Serviços domésticos,1276.0
São Paulo,3º trimestre 2021,Atividades mal definidas,9.0
São Paulo,4º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",598.0
São Paulo,4º trimestre 2021,Indústria geral,3718.0
São Paulo,4º trimestre 2021,Indústria de transformação,3485.0
São Paulo,4º trimestre 2021,Construção,1687.0
São Paulo,4º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",4281.0
São Paulo,4º trimestre 2021,"Transporte, armazenagem e correio",1368.0
São Paulo,4º trimestre 2021,Alojamento e alimentação,1186.0
São Paulo,4º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3923.0
São Paulo,4º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3709.0
São Paulo,4º trimestre 2021,Outros serviços,1264.0
São Paulo,4º trimestre 2021,Serviços domésticos,1398.0
São Paulo,4º trimestre 2021,Atividades mal definidas,9.0
São Paulo,1º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",646.0
São Paulo,1º trimestre 2022,Indústria geral,3736.0
São Paulo,1º trimestre 2022,Indústria de transformação,3508.0
São Paulo,1º trimestre 2022,Construção,1654.0
São Paulo,1º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",4211.0
São Paulo,1º trimestre 2022,"Transporte, armazenagem e correio",1466.0
São Paulo,1º trimestre 2022,Alojamento e alimentação,1239.0
São Paulo,1º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3821.0
São Paulo,1º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3675.0
São Paulo,1º trimestre 2022,Outros serviços,1288.0
São Paulo,1º trimestre 2022,Serviços domésticos,1348.0
São Paulo,1º trimestre 2022,Atividades mal definidas,11.0
São Paulo,2º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",663.0
São Paulo,2º trimestre 2022,Indústria geral,3634.0
São Paulo,2º trimestre 2022,Indústria de transformação,3418.0
São Paulo,2º trimestre 2022,Construção,1770.0
São Paulo,2º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",4579.0
São Paulo,2º trimestre 2022,"Transporte, armazenagem e correio",1480.0
São Paulo,2º trimestre 2022,Alojamento e alimentação,1320.0
São Paulo,2º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3934.0
São Paulo,2º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3725.0
São Paulo,2º trimestre 2022,Outros serviços,1290.0
São Paulo,2º trimestre 2022,Serviços domésticos,1393.0
São Paulo,2º trimestre 2022,Atividades mal definidas,9.0
São Paulo,3º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",698.0
São Paulo,3º trimestre 2022,Indústria geral,3653.0
São Paulo,3º trimestre 2022,Indústria de transformação,3459.0
São Paulo,3º trimestre 2022,Construção,1651.0
São Paulo,3º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",4546.0
São Paulo,3º trimestre 2022,"Transporte, armazenagem e correio",1511.0
São Paulo,3º trimestre 2022,Alojamento e alimentação,1270.0
São Paulo,3º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3926.0
São Paulo,3º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3753.0
São Paulo,3º trimestre 2022,Outros serviços,1451.0
São Paulo,3º trimestre 2022,Serviços domésticos,1406.0
São Paulo,3º trimestre 2022,Atividades mal definidas,8.0
São Paulo,4º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",658.0
São Paulo,4º trimestre 2022,Indústria geral,3668.0
São Paulo,4º trimestre 2022,Indústria de transformação,3485.0
São Paulo,4º trimestre 2022,Construção,1614.0
São Paulo,4º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",4460.0
São Paulo,4º trimestre 2022,"Transporte, armazenagem e correio",1587.0
São Paulo,4º trimestre 2022,Alojamento e alimentação,1304.0
São Paulo,4º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3956.0
São Paulo,4º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3842.0
São Paulo,4º trimestre 2022,Outros serviços,1413.0
São Paulo,4º trimestre 2022,Serviços domésticos,1399.0
São Paulo,4º trimestre 2022,Atividades mal definidas,6.0
São Paulo,1º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",664.0
São Paulo,1º trimestre 2023,Indústria geral,3621.0
São Paulo,1º trimestre 2023,Indústria de transformação,3421.0
São Paulo,1º trimestre 2023,Construção,1605.0
São Paulo,1º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",4462.0
São Paulo,1º trimestre 2023,"Transporte, armazenagem e correio",1564.0
São Paulo,1º trimestre 2023,Alojamento e alimentação,1368.0
São Paulo,1º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3973.0
São Paulo,1º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3803.0
São Paulo,1º trimestre 2023,Outros serviços,1290.0
São Paulo,1º trimestre 2023,Serviços domésticos,1389.0
São Paulo,1º trimestre 2023,Atividades mal definidas,25.0
São Paulo,2º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",675.0
São Paulo,2º trimestre 2023,Indústria geral,3715.0
São Paulo,2º trimestre 2023,Indústria de transformação,3519.0
São Paulo,2º trimestre 2023,Construção,1616.0
São Paulo,2º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",4258.0
São Paulo,2º trimestre 2023,"Transporte, armazenagem e correio",1550.0
São Paulo,2º trimestre 2023,Alojamento e alimentação,1430.0
São Paulo,2º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",3938.0
São Paulo,2º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3945.0
São Paulo,2º trimestre 2023,Outros serviços,1326.0
São Paulo,2º trimestre 2023,Serviços domésticos,1467.0
São Paulo,2º trimestre 2023,Atividades mal definidas,11.0
São Paulo,3º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",667.0
São Paulo,3º trimestre 2023,Indústria geral,3652.0
São Paulo,3º trimestre 2023,Indústria de transformação,3458.0
São Paulo,3º trimestre 2023,Construção,1624.0
São Paulo,3º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",4320.0
São Paulo,3º trimestre 2023,"Transporte, armazenagem e correio",1603.0
São Paulo,3º trimestre 2023,Alojamento e alimentação,1442.0
São Paulo,3º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",4191.0
São Paulo,3º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3921.0
São Paulo,3º trimestre 2023,Outros serviços,1304.0
São Paulo,3º trimestre 2023,Serviços domésticos,1468.0
São Paulo,3º trimestre 2023,Atividades mal definidas,8.0
São Paulo,4º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",713.0
São Paulo,4º trimestre 2023,Indústria geral,3813.0
São Paulo,4º trimestre 2023,Indústria de transformação,3627.0
São Paulo,4º trimestre 2023,Construção,1681.0
São Paulo,4º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",4371.0
São Paulo,4º trimestre 2023,"Transporte, armazenagem e correio",1672.0
São Paulo,4º trimestre 2023,Alojamento e alimentação,1374.0
São Paulo,4º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",4128.0
São Paulo,4º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3856.0
São Paulo,4º trimestre 2023,Outros serviços,1417.0
São Paulo,4º trimestre 2023,Serviços domésticos,1478.0
São Paulo,4º trimestre 2023,Atividades mal definidas,12.0
São Paulo,1º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",690.0
São Paulo,1º trimestre 2024,Indústria geral,3752.0
São Paulo,1º trimestre 2024,Indústria de transformação,3547.0
São Paulo,1º trimestre 2024,Construção,1649.0
São Paulo,1º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",4352.0
São Paulo,1º trimestre 2024,"Transporte, armazenagem e correio",1644.0
São Paulo,1º trimestre 2024,Alojamento e alimentação,1390.0
São Paulo,1º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",4212.0
São Paulo,1º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3725.0
São Paulo,1º trimestre 2024,Outros serviços,1393.0
São Paulo,1º trimestre 2024,Serviços domésticos,1410.0
São Paulo,1º trimestre 2024,Atividades mal definidas,2.0
São Paulo,2º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",672.0
São Paulo,2º trimestre 2024,Indústria geral,3703.0
São Paulo,2º trimestre 2024,Indústria de transformação,3509.0
São Paulo,2º trimestre 2024,Construção,1631.0
São Paulo,2º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",4428.0
São Paulo,2º trimestre 2024,"Transporte, armazenagem e correio",1661.0
São Paulo,2º trimestre 2024,Alojamento e alimentação,1401.0
São Paulo,2º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",4338.0
São Paulo,2º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3890.0
São Paulo,2º trimestre 2024,Outros serviços,1448.0
São Paulo,2º trimestre 2024,Serviços domésticos,1406.0
São Paulo,2º trimestre 2024,Atividades mal definidas,1.0
São Paulo,3º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",645.0
São Paulo,3º trimestre 2024,Indústria geral,3819.0
São Paulo,3º trimestre 2024,Indústria de transformação,3583.0
São Paulo,3º trimestre 2024,Construção,1638.0
São Paulo,3º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",4466.0
São Paulo,3º trimestre 2024,"Transporte, armazenagem e correio",1681.0
São Paulo,3º trimestre 2024,Alojamento e alimentação,1332.0
São Paulo,3º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",4454.0
São Paulo,3º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",3893.0
São Paulo,3º trimestre 2024,Outros serviços,1450.0
São Paulo,3º trimestre 2024,Serviços domésticos,1380.0
São Paulo,3º trimestre 2024,Atividades mal definidas,4.0
São Paulo,4º trimestre 2024,"Agricultura, pecuária, produção florestal, pesca e aquicultura",606.0
São Paulo,4º trimestre 2024,Indústria geral,3726.0
São Paulo,4º trimestre 2024,Indústria de transformação,3493.0
São Paulo,4º trimestre 2024,Construção,1778.0
São Paulo,4º trimestre 2024,"Comércio, reparação de veículos automotores e motocicletas",4460.0
São Paulo,4º trimestre 2024,"Transporte, armazenagem e correio",1830.0
São Paulo,4º trimestre 2024,Alojamento e alimentação,1377.0
São Paulo,4º trimestre 2024,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",4415.0
São Paulo,4º trimestre 2024,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",4033.0
São Paulo,4º trimestre 2024,Outros serviços,1464.0
São Paulo,4º trimestre 2024,Serviços domésticos,1357.0
São Paulo,4º trimestre 2024,Atividades mal definidas,6.0
Paraná,1º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",632.0
Paraná,1º trimestre 2012,Indústria geral,985.0
Paraná,1º trimestre 2012,Indústria de transformação,908.0
Paraná,1º trimestre 2012,Construção,422.0
Paraná,1º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",974.0
Paraná,1º trimestre 2012,"Transporte, armazenagem e correio",259.0
Paraná,1º trimestre 2012,Alojamento e alimentação,204.0
Paraná,1º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",549.0
Paraná,1º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",717.0
Paraná,1º trimestre 2012,Outros serviços,182.0
Paraná,1º trimestre 2012,Serviços domésticos,295.0
Paraná,1º trimestre 2012,Atividades mal definidas,2.0
Paraná,2º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",657.0
Paraná,2º trimestre 2012,Indústria geral,990.0
Paraná,2º trimestre 2012,Indústria de transformação,921.0
Paraná,2º trimestre 2012,Construção,460.0
Paraná,2º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",996.0
Paraná,2º trimestre 2012,"Transporte, armazenagem e correio",250.0
Paraná,2º trimestre 2012,Alojamento e alimentação,211.0
Paraná,2º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",562.0
Paraná,2º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",751.0
Paraná,2º trimestre 2012,Outros serviços,187.0
Paraná,2º trimestre 2012,Serviços domésticos,281.0
Paraná,2º trimestre 2012,Atividades mal definidas,1.0
Paraná,3º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",651.0
Paraná,3º trimestre 2012,Indústria geral,990.0
Paraná,3º trimestre 2012,Indústria de transformação,918.0
Paraná,3º trimestre 2012,Construção,462.0
Paraná,3º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",1006.0
Paraná,3º trimestre 2012,"Transporte, armazenagem e correio",234.0
Paraná,3º trimestre 2012,Alojamento e alimentação,193.0
Paraná,3º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",604.0
Paraná,3º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",757.0
Paraná,3º trimestre 2012,Outros serviços,210.0
Paraná,3º trimestre 2012,Serviços domésticos,304.0
Paraná,3º trimestre 2012,Atividades mal definidas,0.0
Paraná,4º trimestre 2012,"Agricultura, pecuária, produção florestal, pesca e aquicultura",656.0
Paraná,4º trimestre 2012,Indústria geral,995.0
Paraná,4º trimestre 2012,Indústria de transformação,924.0
Paraná,4º trimestre 2012,Construção,456.0
Paraná,4º trimestre 2012,"Comércio, reparação de veículos automotores e motocicletas",1053.0
Paraná,4º trimestre 2012,"Transporte, armazenagem e correio",245.0
Paraná,4º trimestre 2012,Alojamento e alimentação,192.0
Paraná,4º trimestre 2012,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",568.0
Paraná,4º trimestre 2012,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",748.0
Paraná,4º trimestre 2012,Outros serviços,207.0
Paraná,4º trimestre 2012,Serviços domésticos,305.0
Paraná,4º trimestre 2012,Atividades mal definidas,0.0
Paraná,1º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",659.0
Paraná,1º trimestre 2013,Indústria geral,976.0
Paraná,1º trimestre 2013,Indústria de transformação,909.0
Paraná,1º trimestre 2013,Construção,480.0
Paraná,1º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",1054.0
Paraná,1º trimestre 2013,"Transporte, armazenagem e correio",241.0
Paraná,1º trimestre 2013,Alojamento e alimentação,196.0
Paraná,1º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",603.0
Paraná,1º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",729.0
Paraná,1º trimestre 2013,Outros serviços,197.0
Paraná,1º trimestre 2013,Serviços domésticos,289.0
Paraná,1º trimestre 2013,Atividades mal definidas,0.0
Paraná,2º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",658.0
Paraná,2º trimestre 2013,Indústria geral,974.0
Paraná,2º trimestre 2013,Indústria de transformação,903.0
Paraná,2º trimestre 2013,Construção,479.0
Paraná,2º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",1071.0
Paraná,2º trimestre 2013,"Transporte, armazenagem e correio",263.0
Paraná,2º trimestre 2013,Alojamento e alimentação,188.0
Paraná,2º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",603.0
Paraná,2º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",747.0
Paraná,2º trimestre 2013,Outros serviços,213.0
Paraná,2º trimestre 2013,Serviços domésticos,303.0
Paraná,2º trimestre 2013,Atividades mal definidas,0.0
Paraná,3º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",658.0
Paraná,3º trimestre 2013,Indústria geral,991.0
Paraná,3º trimestre 2013,Indústria de transformação,913.0
Paraná,3º trimestre 2013,Construção,494.0
Paraná,3º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",1058.0
Paraná,3º trimestre 2013,"Transporte, armazenagem e correio",268.0
Paraná,3º trimestre 2013,Alojamento e alimentação,208.0
Paraná,3º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",571.0
Paraná,3º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",770.0
Paraná,3º trimestre 2013,Outros serviços,212.0
Paraná,3º trimestre 2013,Serviços domésticos,293.0
Paraná,3º trimestre 2013,Atividades mal definidas,0.0
Paraná,4º trimestre 2013,"Agricultura, pecuária, produção florestal, pesca e aquicultura",667.0
Paraná,4º trimestre 2013,Indústria geral,995.0
Paraná,4º trimestre 2013,Indústria de transformação,921.0
Paraná,4º trimestre 2013,Construção,500.0
Paraná,4º trimestre 2013,"Comércio, reparação de veículos automotores e motocicletas",1051.0
Paraná,4º trimestre 2013,"Transporte, armazenagem e correio",260.0
Paraná,4º trimestre 2013,Alojamento e alimentação,207.0
Paraná,4º trimestre 2013,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",593.0
Paraná,4º trimestre 2013,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",778.0
Paraná,4º trimestre 2013,Outros serviços,198.0
Paraná,4º trimestre 2013,Serviços domésticos,291.0
Paraná,4º trimestre 2013,Atividades mal definidas,2.0
Paraná,1º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",617.0
Paraná,1º trimestre 2014,Indústria geral,980.0
Paraná,1º trimestre 2014,Indústria de transformação,915.0
Paraná,1º trimestre 2014,Construção,490.0
Paraná,1º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",1061.0
Paraná,1º trimestre 2014,"Transporte, armazenagem e correio",272.0
Paraná,1º trimestre 2014,Alojamento e alimentação,213.0
Paraná,1º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",626.0
Paraná,1º trimestre 2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",764.0
Paraná,1º trimestre 2014,Outros serviços,196.0
