municipio,trimestre,Grupo,quantidade de idade
São Paulo (SP),3º trimestre 2018,14 a 17 anos,638.0
São Paulo (SP),3º trimestre 2018,18 a 24 anos,1344.0
São Paulo (SP),3º trimestre 2018,25 a 39 anos,3093.0
São Paulo (SP),3º trimestre 2018,40 a 59 anos,3087.0
São Paulo (SP),3º trimestre 2018,60 anos ou mais,1812.0
São Paulo (SP),4º trimestre 2018,14 a 17 anos,651.0
São Paulo (SP),4º trimestre 2018,18 a 24 anos,1329.0
São Paulo (SP),4º trimestre 2018,25 a 39 anos,3010.0
São Paulo (SP),4º trimestre 2018,40 a 59 anos,3145.0
São Paulo (SP),4º trimestre 2018,60 anos ou mais,1875.0
São Paulo (SP),1º trimestre 2019,14 a 17 anos,622.0
São Paulo (SP),1º trimestre 2019,18 a 24 anos,1336.0
São Paulo (SP),1º trimestre 2019,25 a 39 anos,3043.0
São Paulo (SP),1º trimestre 2019,40 a 59 anos,3194.0
São Paulo (SP),1º trimestre 2019,60 anos ou mais,1869.0
São Paulo (SP),2º trimestre 2019,14 a 17 anos,601.0
São Paulo (SP),2º trimestre 2019,18 a 24 anos,1320.0
São Paulo (SP),2º trimestre 2019,25 a 39 anos,3104.0
São Paulo (SP),2º trimestre 2019,40 a 59 anos,3214.0
São Paulo (SP),2º trimestre 2019,60 anos ou mais,1875.0
São Paulo (SP),3º trimestre 2019,14 a 17 anos,628.0
São Paulo (SP),3º trimestre 2019,18 a 24 anos,1338.0
São Paulo (SP),3º trimestre 2019,25 a 39 anos,3044.0
São Paulo (SP),3º trimestre 2019,40 a 59 anos,3228.0
São Paulo (SP),3º trimestre 2019,60 anos ou mais,1938.0
São Paulo (SP),4º trimestre 2019,14 a 17 anos,613.0
São Paulo (SP),4º trimestre 2019,18 a 24 anos,1331.0
São Paulo (SP),4º trimestre 2019,25 a 39 anos,3104.0
São Paulo (SP),4º trimestre 2019,40 a 59 anos,3173.0
São Paulo (SP),4º trimestre 2019,60 anos ou mais,1951.0
São Paulo (SP),1º trimestre 2020,14 a 17 anos,593.0
São Paulo (SP),1º trimestre 2020,18 a 24 anos,1323.0
São Paulo (SP),1º trimestre 2020,25 a 39 anos,3116.0
São Paulo (SP),1º trimestre 2020,40 a 59 anos,3256.0
São Paulo (SP),1º trimestre 2020,60 anos ou mais,1937.0
São Paulo (SP),2º trimestre 2020,14 a 17 anos,0.0
São Paulo (SP),2º trimestre 2020,18 a 24 anos,0.0
São Paulo (SP),2º trimestre 2020,25 a 39 anos,0.0
São Paulo (SP),2º trimestre 2020,40 a 59 anos,0.0
São Paulo (SP),2º trimestre 2020,60 anos ou mais,0.0
São Paulo (SP),3º trimestre 2020,14 a 17 anos,0.0
São Paulo (SP),3º trimestre 2020,18 a 24 anos,0.0
São Paulo (SP),3º trimestre 2020,25 a 39 anos,0.0
São Paulo (SP),3º trimestre 2020,40 a 59 anos,0.0
São Paulo (SP),3º trimestre 2020,60 anos ou mais,0.0
São Paulo (SP),4º trimestre 2020,14 a 17 anos,0.0
São Paulo (SP),4º trimestre 2020,18 a 24 anos,0.0
São Paulo (SP),4º trimestre 2020,25 a 39 anos,0.0
São Paulo (SP),4º trimestre 2020,40 a 59 anos,0.0
São Paulo (SP),4º trimestre 2020,60 anos ou mais,0.0
São Paulo (SP),1º trimestre 2021,14 a 17 anos,0.0
São Paulo (SP),1º trimestre 2021,18 a 24 anos,0.0
São Paulo (SP),1º trimestre 2021,25 a 39 anos,0.0
São Paulo (SP),1º trimestre 2021,40 a 59 anos,0.0
São Paulo (SP),1º trimestre 2021,60 anos ou mais,0.0
São Paulo (SP),2º trimestre 2021,14 a 17 anos,0.0
São Paulo (SP),2º trimestre 2021,18 a 24 anos,0.0
São Paulo (SP),2º trimestre 2021,25 a 39 anos,0.0
São Paulo (SP),2º trimestre 2021,40 a 59 anos,0.0
São Paulo (SP),2º trimestre 2021,60 anos ou mais,0.0
São Paulo (SP),3º trimestre 2021,14 a 17 anos,0.0
São Paulo (SP),3º trimestre 2021,18 a 24 anos,0.0
São Paulo (SP),3º trimestre 2021,25 a 39 anos,0.0
São Paulo (SP),3º trimestre 2021,40 a 59 anos,0.0
São Paulo (SP),3º trimestre 2021,60 anos ou mais,0.0
São Paulo (SP),4º trimestre 2021,14 a 17 anos,0.0
São Paulo (SP),4º trimestre 2021,18 a 24 anos,0.0
São Paulo (SP),4º trimestre 2021,25 a 39 anos,0.0
São Paulo (SP),4º trimestre 2021,40 a 59 anos,0.0
São Paulo (SP),4º trimestre 2021,60 anos ou mais,0.0
São Paulo (SP),1º trimestre 2022,14 a 17 anos,0.0
São Paulo (SP),1º trimestre 2022,18 a 24 anos,0.0
São Paulo (SP),1º trimestre 2022,25 a 39 anos,0.0
São Paulo (SP),1º trimestre 2022,40 a 59 anos,0.0
São Paulo (SP),1º trimestre 2022,60 anos ou mais,0.0
São Paulo (SP),2º trimestre 2022,14 a 17 anos,575.0
São Paulo (SP),2º trimestre 2022,18 a 24 anos,1217.0
São Paulo (SP),2º trimestre 2022,25 a 39 anos,3151.0
São Paulo (SP),2º trimestre 2022,40 a 59 anos,3257.0
São Paulo (SP),2º trimestre 2022,60 anos ou mais,2143.0
São Paulo (SP),3º trimestre 2022,14 a 17 anos,565.0
São Paulo (SP),3º trimestre 2022,18 a 24 anos,1216.0
São Paulo (SP),3º trimestre 2022,25 a 39 anos,3086.0
São Paulo (SP),3º trimestre 2022,40 a 59 anos,3289.0
São Paulo (SP),3º trimestre 2022,60 anos ou mais,2184.0
São Paulo (SP),4º trimestre 2022,14 a 17 anos,573.0
São Paulo (SP),4º trimestre 2022,18 a 24 anos,1220.0
São Paulo (SP),4º trimestre 2022,25 a 39 anos,3120.0
São Paulo (SP),4º trimestre 2022,40 a 59 anos,3291.0
São Paulo (SP),4º trimestre 2022,60 anos ou mais,2186.0
São Paulo (SP),1º trimestre 2023,14 a 17 anos,603.0
São Paulo (SP),1º trimestre 2023,18 a 24 anos,1207.0
São Paulo (SP),1º trimestre 2023,25 a 39 anos,3120.0
São Paulo (SP),1º trimestre 2023,40 a 59 anos,3292.0
São Paulo (SP),1º trimestre 2023,60 anos ou mais,2198.0
São Paulo (SP),2º trimestre 2023,14 a 17 anos,637.0
São Paulo (SP),2º trimestre 2023,18 a 24 anos,1268.0
São Paulo (SP),2º trimestre 2023,25 a 39 anos,3084.0
São Paulo (SP),2º trimestre 2023,40 a 59 anos,3302.0
São Paulo (SP),2º trimestre 2023,60 anos ou mais,2181.0
São Paulo (SP),3º trimestre 2023,14 a 17 anos,620.0
São Paulo (SP),3º trimestre 2023,18 a 24 anos,1241.0
São Paulo (SP),3º trimestre 2023,25 a 39 anos,3076.0
São Paulo (SP),3º trimestre 2023,40 a 59 anos,3347.0
São Paulo (SP),3º trimestre 2023,60 anos ou mais,2195.0
São Paulo (SP),4º trimestre 2023,14 a 17 anos,624.0
São Paulo (SP),4º trimestre 2023,18 a 24 anos,1241.0
São Paulo (SP),4º trimestre 2023,25 a 39 anos,2996.0
São Paulo (SP),4º trimestre 2023,40 a 59 anos,3368.0
São Paulo (SP),4º trimestre 2023,60 anos ou mais,2323.0
São Paulo (SP),1º trimestre 2024,14 a 17 anos,637.0
São Paulo (SP),1º trimestre 2024,18 a 24 anos,1283.0
São Paulo (SP),1º trimestre 2024,25 a 39 anos,2918.0
São Paulo (SP),1º trimestre 2024,40 a 59 anos,3394.0
São Paulo (SP),1º trimestre 2024,60 anos ou mais,2375.0
São Paulo (SP),2º trimestre 2024,14 a 17 anos,653.0
São Paulo (SP),2º trimestre 2024,18 a 24 anos,1264.0
São Paulo (SP),2º trimestre 2024,25 a 39 anos,2944.0
São Paulo (SP),2º trimestre 2024,40 a 59 anos,3450.0
São Paulo (SP),2º trimestre 2024,60 anos ou mais,2309.0
São Paulo (SP),3º trimestre 2024,14 a 17 anos,649.0
São Paulo (SP),3º trimestre 2024,18 a 24 anos,1170.0
São Paulo (SP),3º trimestre 2024,25 a 39 anos,2991.0
São Paulo (SP),3º trimestre 2024,40 a 59 anos,3510.0
São Paulo (SP),3º trimestre 2024,60 anos ou mais,2337.0
São Paulo (SP),4º trimestre 2024,14 a 17 anos,624.0
São Paulo (SP),4º trimestre 2024,18 a 24 anos,1201.0
São Paulo (SP),4º trimestre 2024,25 a 39 anos,2965.0
São Paulo (SP),4º trimestre 2024,40 a 59 anos,3543.0
São Paulo (SP),4º trimestre 2024,60 anos ou mais,2423.0
Curitiba (PR),1º trimestre 2012,14 a 17 anos,103.0
Curitiba (PR),1º trimestre 2012,18 a 24 anos,238.0
Curitiba (PR),1º trimestre 2012,25 a 39 anos,474.0
Curitiba (PR),1º trimestre 2012,40 a 59 anos,454.0
Curitiba (PR),1º trimestre 2012,60 anos ou mais,199.0
Curitiba (PR),2º trimestre 2012,14 a 17 anos,110.0
Curitiba (PR),2º trimestre 2012,18 a 24 anos,243.0
Curitiba (PR),2º trimestre 2012,25 a 39 anos,459.0
Curitiba (PR),2º trimestre 2012,40 a 59 anos,452.0
Curitiba (PR),2º trimestre 2012,60 anos ou mais,210.0
Curitiba (PR),3º trimestre 2012,14 a 17 anos,107.0
Curitiba (PR),3º trimestre 2012,18 a 24 anos,230.0
Curitiba (PR),3º trimestre 2012,25 a 39 anos,468.0
Curitiba (PR),3º trimestre 2012,40 a 59 anos,465.0
Curitiba (PR),3º trimestre 2012,60 anos ou mais,201.0
Curitiba (PR),4º trimestre 2012,14 a 17 anos,118.0
Curitiba (PR),4º trimestre 2012,18 a 24 anos,226.0
Curitiba (PR),4º trimestre 2012,25 a 39 anos,459.0
Curitiba (PR),4º trimestre 2012,40 a 59 anos,490.0
Curitiba (PR),4º trimestre 2012,60 anos ou mais,204.0
Curitiba (PR),1º trimestre 2013,14 a 17 anos,104.0
Curitiba (PR),1º trimestre 2013,18 a 24 anos,230.0
Curitiba (PR),1º trimestre 2013,25 a 39 anos,491.0
Curitiba (PR),1º trimestre 2013,40 a 59 anos,469.0
Curitiba (PR),1º trimestre 2013,60 anos ou mais,205.0
Curitiba (PR),2º trimestre 2013,14 a 17 anos,102.0
Curitiba (PR),2º trimestre 2013,18 a 24 anos,225.0
Curitiba (PR),2º trimestre 2013,25 a 39 anos,505.0
Curitiba (PR),2º trimestre 2013,40 a 59 anos,472.0
Curitiba (PR),2º trimestre 2013,60 anos ou mais,207.0
Curitiba (PR),3º trimestre 2013,14 a 17 anos,102.0
Curitiba (PR),3º trimestre 2013,18 a 24 anos,222.0
Curitiba (PR),3º trimestre 2013,25 a 39 anos,522.0
Curitiba (PR),3º trimestre 2013,40 a 59 anos,469.0
Curitiba (PR),3º trimestre 2013,60 anos ou mais,214.0
Curitiba (PR),4º trimestre 2013,14 a 17 anos,99.0
Curitiba (PR),4º trimestre 2013,18 a 24 anos,226.0
Curitiba (PR),4º trimestre 2013,25 a 39 anos,511.0
Curitiba (PR),4º trimestre 2013,40 a 59 anos,465.0
Curitiba (PR),4º trimestre 2013,60 anos ou mais,219.0
Curitiba (PR),1º trimestre 2014,14 a 17 anos,108.0
Curitiba (PR),1º trimestre 2014,18 a 24 anos,233.0
Curitiba (PR),1º trimestre 2014,25 a 39 anos,510.0
Curitiba (PR),1º trimestre 2014,40 a 59 anos,463.0
Curitiba (PR),1º trimestre 2014,60 anos ou mais,212.0
Curitiba (PR),2º trimestre 2014,14 a 17 anos,104.0
Curitiba (PR),2º trimestre 2014,18 a 24 anos,233.0
Curitiba (PR),2º trimestre 2014,25 a 39 anos,496.0
Curitiba (PR),2º trimestre 2014,40 a 59 anos,482.0
Curitiba (PR),2º trimestre 2014,60 anos ou mais,221.0
Curitiba (PR),3º trimestre 2014,14 a 17 anos,104.0
Curitiba (PR),3º trimestre 2014,18 a 24 anos,215.0
Curitiba (PR),3º trimestre 2014,25 a 39 anos,485.0
Curitiba (PR),3º trimestre 2014,40 a 59 anos,503.0
Curitiba (PR),3º trimestre 2014,60 anos ou mais,227.0
Curitiba (PR),4º trimestre 2014,14 a 17 anos,101.0
Curitiba (PR),4º trimestre 2014,18 a 24 anos,204.0
Curitiba (PR),4º trimestre 2014,25 a 39 anos,489.0
Curitiba (PR),4º trimestre 2014,40 a 59 anos,496.0
Curitiba (PR),4º trimestre 2014,60 anos ou mais,239.0
Curitiba (PR),1º trimestre 2015,14 a 17 anos,95.0
Curitiba (PR),1º trimestre 2015,18 a 24 anos,214.0
Curitiba (PR),1º trimestre 2015,25 a 39 anos,491.0
Curitiba (PR),1º trimestre 2015,40 a 59 anos,498.0
Curitiba (PR),1º trimestre 2015,60 anos ou mais,237.0
Curitiba (PR),2º trimestre 2015,14 a 17 anos,90.0
Curitiba (PR),2º trimestre 2015,18 a 24 anos,207.0
Curitiba (PR),2º trimestre 2015,25 a 39 anos,506.0
Curitiba (PR),2º trimestre 2015,40 a 59 anos,507.0
Curitiba (PR),2º trimestre 2015,60 anos ou mais,232.0
Curitiba (PR),3º trimestre 2015,14 a 17 anos,97.0
Curitiba (PR),3º trimestre 2015,18 a 24 anos,205.0
Curitiba (PR),3º trimestre 2015,25 a 39 anos,500.0
Curitiba (PR),3º trimestre 2015,40 a 59 anos,500.0
Curitiba (PR),3º trimestre 2015,60 anos ou mais,244.0
Curitiba (PR),4º trimestre 2015,14 a 17 anos,109.0
Curitiba (PR),4º trimestre 2015,18 a 24 anos,201.0
Curitiba (PR),4º trimestre 2015,25 a 39 anos,501.0
Curitiba (PR),4º trimestre 2015,40 a 59 anos,485.0
Curitiba (PR),4º trimestre 2015,60 anos ou mais,254.0
Curitiba (PR),1º trimestre 2016,14 a 17 anos,106.0
Curitiba (PR),1º trimestre 2016,18 a 24 anos,196.0
Curitiba (PR),1º trimestre 2016,25 a 39 anos,497.0
Curitiba (PR),1º trimestre 2016,40 a 59 anos,504.0
Curitiba (PR),1º trimestre 2016,60 anos ou mais,260.0
Curitiba (PR),2º trimestre 2016,14 a 17 anos,111.0
Curitiba (PR),2º trimestre 2016,18 a 24 anos,205.0
Curitiba (PR),2º trimestre 2016,25 a 39 anos,484.0
Curitiba (PR),2º trimestre 2016,40 a 59 anos,505.0
Curitiba (PR),2º trimestre 2016,60 anos ou mais,260.0
Curitiba (PR),3º trimestre 2016,14 a 17 anos,115.0
Curitiba (PR),3º trimestre 2016,18 a 24 anos,206.0
Curitiba (PR),3º trimestre 2016,25 a 39 anos,484.0
Curitiba (PR),3º trimestre 2016,40 a 59 anos,505.0
Curitiba (PR),3º trimestre 2016,60 anos ou mais,263.0
Curitiba (PR),4º trimestre 2016,14 a 17 anos,119.0
Curitiba (PR),4º trimestre 2016,18 a 24 anos,218.0
Curitiba (PR),4º trimestre 2016,25 a 39 anos,471.0
Curitiba (PR),4º trimestre 2016,40 a 59 anos,510.0
Curitiba (PR),4º trimestre 2016,60 anos ou mais,262.0
Curitiba (PR),1º trimestre 2017,14 a 17 anos,108.0
Curitiba (PR),1º trimestre 2017,18 a 24 anos,219.0
Curitiba (PR),1º trimestre 2017,25 a 39 anos,472.0
Curitiba (PR),1º trimestre 2017,40 a 59 anos,512.0
Curitiba (PR),1º trimestre 2017,60 anos ou mais,275.0
Curitiba (PR),2º trimestre 2017,14 a 17 anos,108.0
Curitiba (PR),2º trimestre 2017,18 a 24 anos,212.0
Curitiba (PR),2º trimestre 2017,25 a 39 anos,472.0
Curitiba (PR),2º trimestre 2017,40 a 59 anos,510.0
Curitiba (PR),2º trimestre 2017,60 anos ou mais,272.0
Curitiba (PR),3º trimestre 2017,14 a 17 anos,106.0
Curitiba (PR),3º trimestre 2017,18 a 24 anos,221.0
Curitiba (PR),3º trimestre 2017,25 a 39 anos,467.0
Curitiba (PR),3º trimestre 2017,40 a 59 anos,511.0
Curitiba (PR),3º trimestre 2017,60 anos ou mais,262.0
Curitiba (PR),4º trimestre 2017,14 a 17 anos,103.0
Curitiba (PR),4º trimestre 2017,18 a 24 anos,210.0
Curitiba (PR),4º trimestre 2017,25 a 39 anos,496.0
Curitiba (PR),4º trimestre 2017,40 a 59 anos,489.0
Curitiba (PR),4º trimestre 2017,60 anos ou mais,260.0
Curitiba (PR),1º trimestre 2018,14 a 17 anos,100.0
Curitiba (PR),1º trimestre 2018,18 a 24 anos,214.0
Curitiba (PR),1º trimestre 2018,25 a 39 anos,487.0
Curitiba (PR),1º trimestre 2018,40 a 59 anos,503.0
Curitiba (PR),1º trimestre 2018,60 anos ou mais,264.0
Curitiba (PR),2º trimestre 2018,14 a 17 anos,95.0
Curitiba (PR),2º trimestre 2018,18 a 24 anos,213.0
Curitiba (PR),2º trimestre 2018,25 a 39 anos,486.0
Curitiba (PR),2º trimestre 2018,40 a 59 anos,522.0
Curitiba (PR),2º trimestre 2018,60 anos ou mais,270.0
Curitiba (PR),3º trimestre 2018,14 a 17 anos,93.0
Curitiba (PR),3º trimestre 2018,18 a 24 anos,213.0
Curitiba (PR),3º trimestre 2018,25 a 39 anos,492.0
Curitiba (PR),3º trimestre 2018,40 a 59 anos,508.0
Curitiba (PR),3º trimestre 2018,60 anos ou mais,273.0
Curitiba (PR),4º trimestre 2018,14 a 17 anos,90.0
Curitiba (PR),4º trimestre 2018,18 a 24 anos,220.0
Curitiba (PR),4º trimestre 2018,25 a 39 anos,485.0
Curitiba (PR),4º trimestre 2018,40 a 59 anos,522.0
Curitiba (PR),4º trimestre 2018,60 anos ou mais,275.0
Curitiba (PR),1º trimestre 2019,14 a 17 anos,87.0
Curitiba (PR),1º trimestre 2019,18 a 24 anos,214.0
Curitiba (PR),1º trimestre 2019,25 a 39 anos,473.0
Curitiba (PR),1º trimestre 2019,40 a 59 anos,531.0
Curitiba (PR),1º trimestre 2019,60 anos ou mais,290.0
Curitiba (PR),2º trimestre 2019,14 a 17 anos,85.0
Curitiba (PR),2º trimestre 2019,18 a 24 anos,215.0
Curitiba (PR),2º trimestre 2019,25 a 39 anos,474.0
Curitiba (PR),2º trimestre 2019,40 a 59 anos,532.0
Curitiba (PR),2º trimestre 2019,60 anos ou mais,293.0
Curitiba (PR),3º trimestre 2019,14 a 17 anos,87.0
Curitiba (PR),3º trimestre 2019,18 a 24 anos,227.0
Curitiba (PR),3º trimestre 2019,25 a 39 anos,465.0
Curitiba (PR),3º trimestre 2019,40 a 59 anos,541.0
Curitiba (PR),3º trimestre 2019,60 anos ou mais,309.0
Curitiba (PR),4º trimestre 2019,14 a 17 anos,88.0
Curitiba (PR),4º trimestre 2019,18 a 24 anos,228.0
Curitiba (PR),4º trimestre 2019,25 a 39 anos,448.0
Curitiba (PR),4º trimestre 2019,40 a 59 anos,550.0
Curitiba (PR),4º trimestre 2019,60 anos ou mais,308.0
Curitiba (PR),1º trimestre 2020,14 a 17 anos,94.0
Curitiba (PR),1º trimestre 2020,18 a 24 anos,221.0
Curitiba (PR),1º trimestre 2020,25 a 39 anos,460.0
Curitiba (PR),1º trimestre 2020,40 a 59 anos,546.0
Curitiba (PR),1º trimestre 2020,60 anos ou mais,299.0
Curitiba (PR),2º trimestre 2020,14 a 17 anos,0.0
Curitiba (PR),2º trimestre 2020,18 a 24 anos,0.0
Curitiba (PR),2º trimestre 2020,25 a 39 anos,0.0
Curitiba (PR),2º trimestre 2020,40 a 59 anos,0.0
Curitiba (PR),2º trimestre 2020,60 anos ou mais,0.0
Curitiba (PR),3º trimestre 2020,14 a 17 anos,0.0
Curitiba (PR),3º trimestre 2020,18 a 24 anos,0.0
Curitiba (PR),3º trimestre 2020,25 a 39 anos,0.0
Curitiba (PR),3º trimestre 2020,40 a 59 anos,0.0
Curitiba (PR),3º trimestre 2020,60 anos ou mais,0.0
Curitiba (PR),4º trimestre 2020,14 a 17 anos,0.0
Curitiba (PR),4º trimestre 2020,18 a 24 anos,0.0
Curitiba (PR),4º trimestre 2020,25 a 39 anos,0.0
Curitiba (PR),4º trimestre 2020,40 a 59 anos,0.0
Curitiba (PR),4º trimestre 2020,60 anos ou mais,0.0
Curitiba (PR),1º trimestre 2021,14 a 17 anos,0.0
Curitiba (PR),1º trimestre 2021,18 a 24 anos,0.0
Curitiba (PR),1º trimestre 2021,25 a 39 anos,0.0
Curitiba (PR),1º trimestre 2021,40 a 59 anos,0.0
Curitiba (PR),1º trimestre 2021,60 anos ou mais,0.0
Curitiba (PR),2º trimestre 2021,14 a 17 anos,0.0
Curitiba (PR),2º trimestre 2021,18 a 24 anos,0.0
Curitiba (PR),2º trimestre 2021,25 a 39 anos,0.0
Curitiba (PR),2º trimestre 2021,40 a 59 anos,0.0
Curitiba (PR),2º trimestre 2021,60 anos ou mais,0.0
Curitiba (PR),3º trimestre 2021,14 a 17 anos,0.0
Curitiba (PR),3º trimestre 2021,18 a 24 anos,0.0
Curitiba (PR),3º trimestre 2021,25 a 39 anos,0.0
Curitiba (PR),3º trimestre 2021,40 a 59 anos,0.0
Curitiba (PR),3º trimestre 2021,60 anos ou mais,0.0
Curitiba (PR),4º trimestre 2021,14 a 17 anos,0.0
Curitiba (PR),4º trimestre 2021,18 a 24 anos,0.0
Curitiba (PR),4º trimestre 2021,25 a 39 anos,0.0
Curitiba (PR),4º trimestre 2021,40 a 59 anos,0.0
Curitiba (PR),4º trimestre 2021,60 anos ou mais,0.0
Curitiba (PR),1º trimestre 2022,14 a 17 anos,0.0
Curitiba (PR),1º trimestre 2022,18 a 24 anos,0.0
Curitiba (PR),1º trimestre 2022,25 a 39 anos,0.0
Curitiba (PR),1º trimestre 2022,40 a 59 anos,0.0
Curitiba (PR),1º trimestre 2022,60 anos ou mais,0.0
Curitiba (PR),2º trimestre 2022,14 a 17 anos,108.0
Curitiba (PR),2º trimestre 2022,18 a 24 anos,189.0
Curitiba (PR),2º trimestre 2022,25 a 39 anos,490.0
Curitiba (PR),2º trimestre 2022,40 a 59 anos,541.0
Curitiba (PR),2º trimestre 2022,60 anos ou mais,328.0
Curitiba (PR),3º trimestre 2022,14 a 17 anos,109.0
Curitiba (PR),3º trimestre 2022,18 a 24 anos,201.0
Curitiba (PR),3º trimestre 2022,25 a 39 anos,489.0
Curitiba (PR),3º trimestre 2022,40 a 59 anos,552.0
Curitiba (PR),3º trimestre 2022,60 anos ou mais,324.0
Curitiba (PR),4º trimestre 2022,14 a 17 anos,102.0
Curitiba (PR),4º trimestre 2022,18 a 24 anos,204.0
Curitiba (PR),4º trimestre 2022,25 a 39 anos,496.0
Curitiba (PR),4º trimestre 2022,40 a 59 anos,556.0
Curitiba (PR),4º trimestre 2022,60 anos ou mais,317.0
Curitiba (PR),1º trimestre 2023,14 a 17 anos,106.0
Curitiba (PR),1º trimestre 2023,18 a 24 anos,204.0
Curitiba (PR),1º trimestre 2023,25 a 39 anos,511.0
Curitiba (PR),1º trimestre 2023,40 a 59 anos,545.0
Curitiba (PR),1º trimestre 2023,60 anos ou mais,317.0
Curitiba (PR),2º trimestre 2023,14 a 17 anos,96.0
Curitiba (PR),2º trimestre 2023,18 a 24 anos,212.0
Curitiba (PR),2º trimestre 2023,25 a 39 anos,494.0
Curitiba (PR),2º trimestre 2023,40 a 59 anos,551.0
Curitiba (PR),2º trimestre 2023,60 anos ou mais,353.0
Curitiba (PR),3º trimestre 2023,14 a 17 anos,98.0
Curitiba (PR),3º trimestre 2023,18 a 24 anos,213.0
Curitiba (PR),3º trimestre 2023,25 a 39 anos,494.0
Curitiba (PR),3º trimestre 2023,40 a 59 anos,559.0
Curitiba (PR),3º trimestre 2023,60 anos ou mais,338.0
Curitiba (PR),4º trimestre 2023,14 a 17 anos,93.0
Curitiba (PR),4º trimestre 2023,18 a 24 anos,214.0
Curitiba (PR),4º trimestre 2023,25 a 39 anos,501.0
Curitiba (PR),4º trimestre 2023,40 a 59 anos,567.0
Curitiba (PR),4º trimestre 2023,60 anos ou mais,321.0
Curitiba (PR),1º trimestre 2024,14 a 17 anos,89.0
Curitiba (PR),1º trimestre 2024,18 a 24 anos,209.0
Curitiba (PR),1º trimestre 2024,25 a 39 anos,499.0
Curitiba (PR),1º trimestre 2024,40 a 59 anos,578.0
Curitiba (PR),1º trimestre 2024,60 anos ou mais,324.0
Curitiba (PR),2º trimestre 2024,14 a 17 anos,88.0
Curitiba (PR),2º trimestre 2024,18 a 24 anos,209.0
Curitiba (PR),2º trimestre 2024,25 a 39 anos,490.0
Curitiba (PR),2º trimestre 2024,40 a 59 anos,571.0
Curitiba (PR),2º trimestre 2024,60 anos ou mais,340.0
Curitiba (PR),3º trimestre 2024,14 a 17 anos,94.0
Curitiba (PR),3º trimestre 2024,18 a 24 anos,199.0
Curitiba (PR),3º trimestre 2024,25 a 39 anos,512.0
Curitiba (PR),3º trimestre 2024,40 a 59 anos,567.0
Curitiba (PR),3º trimestre 2024,60 anos ou mais,340.0
Curitiba (PR),4º trimestre 2024,14 a 17 anos,95.0
Curitiba (PR),4º trimestre 2024,18 a 24 anos,177.0
Curitiba (PR),4º trimestre 2024,25 a 39 anos,508.0
Curitiba (PR),4º trimestre 2024,40 a 59 anos,572.0
Curitiba (PR),4º trimestre 2024,60 anos ou mais,350.0
Florianópolis (SC),1º trimestre 2012,14 a 17 anos,29.0
Florianópolis (SC),1º trimestre 2012,18 a 24 anos,55.0
Florianópolis (SC),1º trimestre 2012,25 a 39 anos,121.0
Florianópolis (SC),1º trimestre 2012,40 a 59 anos,104.0
Florianópolis (SC),1º trimestre 2012,60 anos ou mais,50.0
Florianópolis (SC),2º trimestre 2012,14 a 17 anos,24.0
Florianópolis (SC),2º trimestre 2012,18 a 24 anos,56.0
Florianópolis (SC),2º trimestre 2012,25 a 39 anos,119.0
Florianópolis (SC),2º trimestre 2012,40 a 59 anos,104.0
Florianópolis (SC),2º trimestre 2012,60 anos ou mais,54.0
Florianópolis (SC),3º trimestre 2012,14 a 17 anos,26.0
Florianópolis (SC),3º trimestre 2012,18 a 24 anos,53.0
Florianópolis (SC),3º trimestre 2012,25 a 39 anos,126.0
Florianópolis (SC),3º trimestre 2012,40 a 59 anos,110.0
Florianópolis (SC),3º trimestre 2012,60 anos ou mais,50.0
Florianópolis (SC),4º trimestre 2012,14 a 17 anos,23.0
Florianópolis (SC),4º trimestre 2012,18 a 24 anos,56.0
Florianópolis (SC),4º trimestre 2012,25 a 39 anos,127.0
Florianópolis (SC),4º trimestre 2012,40 a 59 anos,109.0
Florianópolis (SC),4º trimestre 2012,60 anos ou mais,54.0
Florianópolis (SC),1º trimestre 2013,14 a 17 anos,25.0
Florianópolis (SC),1º trimestre 2013,18 a 24 anos,54.0
Florianópolis (SC),1º trimestre 2013,25 a 39 anos,133.0
Florianópolis (SC),1º trimestre 2013,40 a 59 anos,115.0
Florianópolis (SC),1º trimestre 2013,60 anos ou mais,54.0
Florianópolis (SC),2º trimestre 2013,14 a 17 anos,26.0
Florianópolis (SC),2º trimestre 2013,18 a 24 anos,55.0
Florianópolis (SC),2º trimestre 2013,25 a 39 anos,126.0
Florianópolis (SC),2º trimestre 2013,40 a 59 anos,122.0
Florianópolis (SC),2º trimestre 2013,60 anos ou mais,50.0
Florianópolis (SC),3º trimestre 2013,14 a 17 anos,24.0
Florianópolis (SC),3º trimestre 2013,18 a 24 anos,56.0
Florianópolis (SC),3º trimestre 2013,25 a 39 anos,128.0
Florianópolis (SC),3º trimestre 2013,40 a 59 anos,116.0
Florianópolis (SC),3º trimestre 2013,60 anos ou mais,55.0
Florianópolis (SC),4º trimestre 2013,14 a 17 anos,24.0
Florianópolis (SC),4º trimestre 2013,18 a 24 anos,57.0
Florianópolis (SC),4º trimestre 2013,25 a 39 anos,129.0
Florianópolis (SC),4º trimestre 2013,40 a 59 anos,119.0
Florianópolis (SC),4º trimestre 2013,60 anos ou mais,54.0
Florianópolis (SC),1º trimestre 2014,14 a 17 anos,26.0
Florianópolis (SC),1º trimestre 2014,18 a 24 anos,54.0
Florianópolis (SC),1º trimestre 2014,25 a 39 anos,127.0
