municipio,trimestre,Sexo,quantidade de gênero
Aracaju (SE),4º trimestre 2019,Mulheres,285.0
Aracaju (SE),1º trimestre 2020,Homens,248.0
Aracaju (SE),1º trimestre 2020,Mulheres,285.0
Aracaju (SE),2º trimestre 2020,Homens,0.0
Aracaju (SE),2º trimestre 2020,Mulheres,0.0
Aracaju (SE),3º trimestre 2020,Homens,0.0
Aracaju (SE),3º trimestre 2020,Mulheres,0.0
Aracaju (SE),4º trimestre 2020,Homens,0.0
Aracaju (SE),4º trimestre 2020,Mulheres,0.0
Aracaju (SE),1º trimestre 2021,Homens,0.0
Aracaju (SE),1º trimestre 2021,Mulheres,0.0
Aracaju (SE),2º trimestre 2021,Homens,0.0
Aracaju (SE),2º trimestre 2021,Mulheres,0.0
Aracaju (SE),3º trimestre 2021,Homens,0.0
Aracaju (SE),3º trimestre 2021,Mulheres,0.0
Aracaju (SE),4º trimestre 2021,Homens,0.0
Aracaju (SE),4º trimestre 2021,Mulheres,0.0
Aracaju (SE),1º trimestre 2022,Homens,0.0
Aracaju (SE),1º trimestre 2022,Mulheres,0.0
Aracaju (SE),2º trimestre 2022,Homens,262.0
Aracaju (SE),2º trimestre 2022,Mulheres,299.0
Aracaju (SE),3º trimestre 2022,Homens,260.0
Aracaju (SE),3º trimestre 2022,Mulheres,297.0
Aracaju (SE),4º trimestre 2022,Homens,257.0
Aracaju (SE),4º trimestre 2022,Mulheres,299.0
Aracaju (SE),1º trimestre 2023,Homens,259.0
Aracaju (SE),1º trimestre 2023,Mulheres,304.0
Aracaju (SE),2º trimestre 2023,Homens,262.0
Aracaju (SE),2º trimestre 2023,Mulheres,299.0
Aracaju (SE),3º trimestre 2023,Homens,261.0
Aracaju (SE),3º trimestre 2023,Mulheres,303.0
Aracaju (SE),4º trimestre 2023,Homens,266.0
Aracaju (SE),4º trimestre 2023,Mulheres,302.0
Aracaju (SE),1º trimestre 2024,Homens,266.0
Aracaju (SE),1º trimestre 2024,Mulheres,310.0
Aracaju (SE),2º trimestre 2024,Homens,264.0
Aracaju (SE),2º trimestre 2024,Mulheres,306.0
Aracaju (SE),3º trimestre 2024,Homens,264.0
Aracaju (SE),3º trimestre 2024,Mulheres,313.0
Aracaju (SE),4º trimestre 2024,Homens,266.0
Aracaju (SE),4º trimestre 2024,Mulheres,312.0
Salvador (BA),1º trimestre 2012,Homens,1031.0
Salvador (BA),1º trimestre 2012,Mulheres,1200.0
Salvador (BA),2º trimestre 2012,Homens,1019.0
Salvador (BA),2º trimestre 2012,Mulheres,1215.0
Salvador (BA),3º trimestre 2012,Homens,1028.0
Salvador (BA),3º trimestre 2012,Mulheres,1222.0
Salvador (BA),4º trimestre 2012,Homens,1041.0
Salvador (BA),4º trimestre 2012,Mulheres,1207.0
Salvador (BA),1º trimestre 2013,Homens,1037.0
Salvador (BA),1º trimestre 2013,Mulheres,1212.0
Salvador (BA),2º trimestre 2013,Homens,1040.0
Salvador (BA),2º trimestre 2013,Mulheres,1239.0
Salvador (BA),3º trimestre 2013,Homens,1063.0
Salvador (BA),3º trimestre 2013,Mulheres,1200.0
Salvador (BA),4º trimestre 2013,Homens,1060.0
Salvador (BA),4º trimestre 2013,Mulheres,1198.0
Salvador (BA),1º trimestre 2014,Homens,1078.0
Salvador (BA),1º trimestre 2014,Mulheres,1196.0
Salvador (BA),2º trimestre 2014,Homens,1082.0
Salvador (BA),2º trimestre 2014,Mulheres,1208.0
Salvador (BA),3º trimestre 2014,Homens,1064.0
Salvador (BA),3º trimestre 2014,Mulheres,1205.0
Salvador (BA),4º trimestre 2014,Homens,1068.0
Salvador (BA),4º trimestre 2014,Mulheres,1249.0
Salvador (BA),1º trimestre 2015,Homens,1064.0
Salvador (BA),1º trimestre 2015,Mulheres,1253.0
Salvador (BA),2º trimestre 2015,Homens,1090.0
Salvador (BA),2º trimestre 2015,Mulheres,1255.0
Salvador (BA),3º trimestre 2015,Homens,1082.0
Salvador (BA),3º trimestre 2015,Mulheres,1264.0
Salvador (BA),4º trimestre 2015,Homens,1085.0
Salvador (BA),4º trimestre 2015,Mulheres,1276.0
Salvador (BA),1º trimestre 2016,Homens,1076.0
Salvador (BA),1º trimestre 2016,Mulheres,1273.0
Salvador (BA),2º trimestre 2016,Homens,1059.0
Salvador (BA),2º trimestre 2016,Mulheres,1294.0
Salvador (BA),3º trimestre 2016,Homens,1053.0
Salvador (BA),3º trimestre 2016,Mulheres,1284.0
Salvador (BA),4º trimestre 2016,Homens,1071.0
Salvador (BA),4º trimestre 2016,Mulheres,1275.0
Salvador (BA),1º trimestre 2017,Homens,1098.0
Salvador (BA),1º trimestre 2017,Mulheres,1260.0
Salvador (BA),2º trimestre 2017,Homens,1078.0
Salvador (BA),2º trimestre 2017,Mulheres,1281.0
Salvador (BA),3º trimestre 2017,Homens,1093.0
Salvador (BA),3º trimestre 2017,Mulheres,1276.0
Salvador (BA),4º trimestre 2017,Homens,1116.0
Salvador (BA),4º trimestre 2017,Mulheres,1263.0
Salvador (BA),1º trimestre 2018,Homens,1112.0
Salvador (BA),1º trimestre 2018,Mulheres,1271.0
Salvador (BA),2º trimestre 2018,Homens,1109.0
Salvador (BA),2º trimestre 2018,Mulheres,1271.0
Salvador (BA),3º trimestre 2018,Homens,1112.0
Salvador (BA),3º trimestre 2018,Mulheres,1287.0
Salvador (BA),4º trimestre 2018,Homens,1102.0
Salvador (BA),4º trimestre 2018,Mulheres,1296.0
Salvador (BA),1º trimestre 2019,Homens,1116.0
Salvador (BA),1º trimestre 2019,Mulheres,1295.0
Salvador (BA),2º trimestre 2019,Homens,1126.0
Salvador (BA),2º trimestre 2019,Mulheres,1309.0
Salvador (BA),3º trimestre 2019,Homens,1112.0
Salvador (BA),3º trimestre 2019,Mulheres,1298.0
Salvador (BA),4º trimestre 2019,Homens,1087.0
Salvador (BA),4º trimestre 2019,Mulheres,1314.0
Salvador (BA),1º trimestre 2020,Homens,1084.0
Salvador (BA),1º trimestre 2020,Mulheres,1334.0
Salvador (BA),2º trimestre 2020,Homens,0.0
Salvador (BA),2º trimestre 2020,Mulheres,0.0
Salvador (BA),3º trimestre 2020,Homens,0.0
Salvador (BA),3º trimestre 2020,Mulheres,0.0
Salvador (BA),4º trimestre 2020,Homens,0.0
Salvador (BA),4º trimestre 2020,Mulheres,0.0
Salvador (BA),1º trimestre 2021,Homens,0.0
Salvador (BA),1º trimestre 2021,Mulheres,0.0
Salvador (BA),2º trimestre 2021,Homens,0.0
Salvador (BA),2º trimestre 2021,Mulheres,0.0
Salvador (BA),3º trimestre 2021,Homens,0.0
Salvador (BA),3º trimestre 2021,Mulheres,0.0
Salvador (BA),4º trimestre 2021,Homens,0.0
Salvador (BA),4º trimestre 2021,Mulheres,0.0
Salvador (BA),1º trimestre 2022,Homens,0.0
Salvador (BA),1º trimestre 2022,Mulheres,0.0
Salvador (BA),2º trimestre 2022,Homens,1081.0
Salvador (BA),2º trimestre 2022,Mulheres,1348.0
Salvador (BA),3º trimestre 2022,Homens,1083.0
Salvador (BA),3º trimestre 2022,Mulheres,1362.0
Salvador (BA),4º trimestre 2022,Homens,1077.0
Salvador (BA),4º trimestre 2022,Mulheres,1365.0
Salvador (BA),1º trimestre 2023,Homens,1064.0
Salvador (BA),1º trimestre 2023,Mulheres,1372.0
Salvador (BA),2º trimestre 2023,Homens,1081.0
Salvador (BA),2º trimestre 2023,Mulheres,1392.0
Salvador (BA),3º trimestre 2023,Homens,1104.0
Salvador (BA),3º trimestre 2023,Mulheres,1372.0
Salvador (BA),4º trimestre 2023,Homens,1124.0
Salvador (BA),4º trimestre 2023,Mulheres,1357.0
Salvador (BA),1º trimestre 2024,Homens,1101.0
Salvador (BA),1º trimestre 2024,Mulheres,1353.0
Salvador (BA),2º trimestre 2024,Homens,1138.0
Salvador (BA),2º trimestre 2024,Mulheres,1351.0
Salvador (BA),3º trimestre 2024,Homens,1128.0
Salvador (BA),3º trimestre 2024,Mulheres,1387.0
Salvador (BA),4º trimestre 2024,Homens,1113.0
Salvador (BA),4º trimestre 2024,Mulheres,1371.0
Belo Horizonte (MG),1º trimestre 2012,Homens,956.0
Belo Horizonte (MG),1º trimestre 2012,Mulheres,1087.0
Belo Horizonte (MG),2º trimestre 2012,Homens,942.0
Belo Horizonte (MG),2º trimestre 2012,Mulheres,1086.0
Belo Horizonte (MG),3º trimestre 2012,Homens,945.0
Belo Horizonte (MG),3º trimestre 2012,Mulheres,1095.0
Belo Horizonte (MG),4º trimestre 2012,Homens,964.0
Belo Horizonte (MG),4º trimestre 2012,Mulheres,1088.0
Belo Horizonte (MG),1º trimestre 2013,Homens,959.0
Belo Horizonte (MG),1º trimestre 2013,Mulheres,1088.0
Belo Horizonte (MG),2º trimestre 2013,Homens,963.0
Belo Horizonte (MG),2º trimestre 2013,Mulheres,1090.0
Belo Horizonte (MG),3º trimestre 2013,Homens,968.0
Belo Horizonte (MG),3º trimestre 2013,Mulheres,1093.0
Belo Horizonte (MG),4º trimestre 2013,Homens,969.0
Belo Horizonte (MG),4º trimestre 2013,Mulheres,1108.0
Belo Horizonte (MG),1º trimestre 2014,Homens,957.0
Belo Horizonte (MG),1º trimestre 2014,Mulheres,1121.0
Belo Horizonte (MG),2º trimestre 2014,Homens,956.0
Belo Horizonte (MG),2º trimestre 2014,Mulheres,1111.0
Belo Horizonte (MG),3º trimestre 2014,Homens,973.0
Belo Horizonte (MG),3º trimestre 2014,Mulheres,1097.0
Belo Horizonte (MG),4º trimestre 2014,Homens,964.0
Belo Horizonte (MG),4º trimestre 2014,Mulheres,1101.0
Belo Horizonte (MG),1º trimestre 2015,Homens,957.0
Belo Horizonte (MG),1º trimestre 2015,Mulheres,1106.0
Belo Horizonte (MG),2º trimestre 2015,Homens,957.0
Belo Horizonte (MG),2º trimestre 2015,Mulheres,1098.0
Belo Horizonte (MG),3º trimestre 2015,Homens,970.0
Belo Horizonte (MG),3º trimestre 2015,Mulheres,1091.0
Belo Horizonte (MG),4º trimestre 2015,Homens,959.0
Belo Horizonte (MG),4º trimestre 2015,Mulheres,1105.0
Belo Horizonte (MG),1º trimestre 2016,Homens,985.0
Belo Horizonte (MG),1º trimestre 2016,Mulheres,1108.0
Belo Horizonte (MG),2º trimestre 2016,Homens,983.0
Belo Horizonte (MG),2º trimestre 2016,Mulheres,1103.0
Belo Horizonte (MG),3º trimestre 2016,Homens,966.0
Belo Horizonte (MG),3º trimestre 2016,Mulheres,1120.0
Belo Horizonte (MG),4º trimestre 2016,Homens,961.0
Belo Horizonte (MG),4º trimestre 2016,Mulheres,1133.0
Belo Horizonte (MG),1º trimestre 2017,Homens,956.0
Belo Horizonte (MG),1º trimestre 2017,Mulheres,1127.0
Belo Horizonte (MG),2º trimestre 2017,Homens,955.0
Belo Horizonte (MG),2º trimestre 2017,Mulheres,1136.0
Belo Horizonte (MG),3º trimestre 2017,Homens,957.0
Belo Horizonte (MG),3º trimestre 2017,Mulheres,1124.0
Belo Horizonte (MG),4º trimestre 2017,Homens,975.0
Belo Horizonte (MG),4º trimestre 2017,Mulheres,1127.0
Belo Horizonte (MG),1º trimestre 2018,Homens,978.0
Belo Horizonte (MG),1º trimestre 2018,Mulheres,1124.0
Belo Horizonte (MG),2º trimestre 2018,Homens,984.0
Belo Horizonte (MG),2º trimestre 2018,Mulheres,1120.0
Belo Horizonte (MG),3º trimestre 2018,Homens,983.0
Belo Horizonte (MG),3º trimestre 2018,Mulheres,1125.0
Belo Horizonte (MG),4º trimestre 2018,Homens,972.0
Belo Horizonte (MG),4º trimestre 2018,Mulheres,1122.0
Belo Horizonte (MG),1º trimestre 2019,Homens,963.0
Belo Horizonte (MG),1º trimestre 2019,Mulheres,1113.0
Belo Horizonte (MG),2º trimestre 2019,Homens,982.0
Belo Horizonte (MG),2º trimestre 2019,Mulheres,1120.0
Belo Horizonte (MG),3º trimestre 2019,Homens,987.0
Belo Horizonte (MG),3º trimestre 2019,Mulheres,1118.0
Belo Horizonte (MG),4º trimestre 2019,Homens,1002.0
Belo Horizonte (MG),4º trimestre 2019,Mulheres,1110.0
Belo Horizonte (MG),1º trimestre 2020,Homens,988.0
Belo Horizonte (MG),1º trimestre 2020,Mulheres,1101.0
Belo Horizonte (MG),2º trimestre 2020,Homens,0.0
Belo Horizonte (MG),2º trimestre 2020,Mulheres,0.0
Belo Horizonte (MG),3º trimestre 2020,Homens,0.0
Belo Horizonte (MG),3º trimestre 2020,Mulheres,0.0
Belo Horizonte (MG),4º trimestre 2020,Homens,0.0
Belo Horizonte (MG),4º trimestre 2020,Mulheres,0.0
Belo Horizonte (MG),1º trimestre 2021,Homens,0.0
Belo Horizonte (MG),1º trimestre 2021,Mulheres,0.0
Belo Horizonte (MG),2º trimestre 2021,Homens,0.0
Belo Horizonte (MG),2º trimestre 2021,Mulheres,0.0
Belo Horizonte (MG),3º trimestre 2021,Homens,0.0
Belo Horizonte (MG),3º trimestre 2021,Mulheres,0.0
Belo Horizonte (MG),4º trimestre 2021,Homens,0.0
Belo Horizonte (MG),4º trimestre 2021,Mulheres,0.0
Belo Horizonte (MG),1º trimestre 2022,Homens,0.0
Belo Horizonte (MG),1º trimestre 2022,Mulheres,0.0
Belo Horizonte (MG),2º trimestre 2022,Homens,1024.0
Belo Horizonte (MG),2º trimestre 2022,Mulheres,1136.0
Belo Horizonte (MG),3º trimestre 2022,Homens,1036.0
Belo Horizonte (MG),3º trimestre 2022,Mulheres,1108.0
Belo Horizonte (MG),4º trimestre 2022,Homens,1033.0
Belo Horizonte (MG),4º trimestre 2022,Mulheres,1116.0
Belo Horizonte (MG),1º trimestre 2023,Homens,1048.0
Belo Horizonte (MG),1º trimestre 2023,Mulheres,1107.0
Belo Horizonte (MG),2º trimestre 2023,Homens,1030.0
Belo Horizonte (MG),2º trimestre 2023,Mulheres,1131.0
Belo Horizonte (MG),3º trimestre 2023,Homens,1048.0
Belo Horizonte (MG),3º trimestre 2023,Mulheres,1130.0
Belo Horizonte (MG),4º trimestre 2023,Homens,1045.0
Belo Horizonte (MG),4º trimestre 2023,Mulheres,1115.0
Belo Horizonte (MG),1º trimestre 2024,Homens,1050.0
Belo Horizonte (MG),1º trimestre 2024,Mulheres,1102.0
Belo Horizonte (MG),2º trimestre 2024,Homens,1020.0
Belo Horizonte (MG),2º trimestre 2024,Mulheres,1108.0
Belo Horizonte (MG),3º trimestre 2024,Homens,1008.0
Belo Horizonte (MG),3º trimestre 2024,Mulheres,1102.0
Belo Horizonte (MG),4º trimestre 2024,Homens,1008.0
Belo Horizonte (MG),4º trimestre 2024,Mulheres,1136.0
Vitória (ES),1º trimestre 2012,Homens,130.0
Vitória (ES),1º trimestre 2012,Mulheres,150.0
Vitória (ES),2º trimestre 2012,Homens,131.0
Vitória (ES),2º trimestre 2012,Mulheres,150.0
Vitória (ES),3º trimestre 2012,Homens,134.0
Vitória (ES),3º trimestre 2012,Mulheres,151.0
Vitória (ES),4º trimestre 2012,Homens,132.0
Vitória (ES),4º trimestre 2012,Mulheres,152.0
Vitória (ES),1º trimestre 2013,Homens,134.0
Vitória (ES),1º trimestre 2013,Mulheres,154.0
Vitória (ES),2º trimestre 2013,Homens,136.0
Vitória (ES),2º trimestre 2013,Mulheres,153.0
Vitória (ES),3º trimestre 2013,Homens,139.0
Vitória (ES),3º trimestre 2013,Mulheres,154.0
Vitória (ES),4º trimestre 2013,Homens,140.0
Vitória (ES),4º trimestre 2013,Mulheres,158.0
Vitória (ES),1º trimestre 2014,Homens,138.0
Vitória (ES),1º trimestre 2014,Mulheres,157.0
Vitória (ES),2º trimestre 2014,Homens,139.0
Vitória (ES),2º trimestre 2014,Mulheres,158.0
Vitória (ES),3º trimestre 2014,Homens,139.0
Vitória (ES),3º trimestre 2014,Mulheres,159.0
Vitória (ES),4º trimestre 2014,Homens,138.0
Vitória (ES),4º trimestre 2014,Mulheres,160.0
Vitória (ES),1º trimestre 2015,Homens,139.0
Vitória (ES),1º trimestre 2015,Mulheres,158.0
Vitória (ES),2º trimestre 2015,Homens,141.0
Vitória (ES),2º trimestre 2015,Mulheres,156.0
Vitória (ES),3º trimestre 2015,Homens,137.0
Vitória (ES),3º trimestre 2015,Mulheres,160.0
Vitória (ES),4º trimestre 2015,Homens,141.0
Vitória (ES),4º trimestre 2015,Mulheres,164.0
Vitória (ES),1º trimestre 2016,Homens,141.0
Vitória (ES),1º trimestre 2016,Mulheres,166.0
Vitória (ES),2º trimestre 2016,Homens,140.0
Vitória (ES),2º trimestre 2016,Mulheres,162.0
Vitória (ES),3º trimestre 2016,Homens,142.0
Vitória (ES),3º trimestre 2016,Mulheres,160.0
Vitória (ES),4º trimestre 2016,Homens,141.0
Vitória (ES),4º trimestre 2016,Mulheres,164.0
Vitória (ES),1º trimestre 2017,Homens,138.0
Vitória (ES),1º trimestre 2017,Mulheres,167.0
Vitória (ES),2º trimestre 2017,Homens,138.0
Vitória (ES),2º trimestre 2017,Mulheres,165.0
Vitória (ES),3º trimestre 2017,Homens,139.0
Vitória (ES),3º trimestre 2017,Mulheres,165.0
Vitória (ES),4º trimestre 2017,Homens,141.0
Vitória (ES),4º trimestre 2017,Mulheres,162.0
Vitória (ES),1º trimestre 2018,Homens,139.0
Vitória (ES),1º trimestre 2018,Mulheres,165.0
Vitória (ES),2º trimestre 2018,Homens,144.0
Vitória (ES),2º trimestre 2018,Mulheres,166.0
Vitória (ES),3º trimestre 2018,Homens,145.0
Vitória (ES),3º trimestre 2018,Mulheres,166.0
Vitória (ES),4º trimestre 2018,Homens,144.0
Vitória (ES),4º trimestre 2018,Mulheres,166.0
Vitória (ES),1º trimestre 2019,Homens,141.0
Vitória (ES),1º trimestre 2019,Mulheres,165.0
Vitória (ES),2º trimestre 2019,Homens,142.0
Vitória (ES),2º trimestre 2019,Mulheres,165.0
Vitória (ES),3º trimestre 2019,Homens,141.0
Vitória (ES),3º trimestre 2019,Mulheres,163.0
Vitória (ES),4º trimestre 2019,Homens,141.0
Vitória (ES),4º trimestre 2019,Mulheres,165.0
Vitória (ES),1º trimestre 2020,Homens,143.0
Vitória (ES),1º trimestre 2020,Mulheres,164.0
Vitória (ES),2º trimestre 2020,Homens,0.0
Vitória (ES),2º trimestre 2020,Mulheres,0.0
Vitória (ES),3º trimestre 2020,Homens,0.0
Vitória (ES),3º trimestre 2020,Mulheres,0.0
Vitória (ES),4º trimestre 2020,Homens,0.0
Vitória (ES),4º trimestre 2020,Mulheres,0.0
Vitória (ES),1º trimestre 2021,Homens,0.0
Vitória (ES),1º trimestre 2021,Mulheres,0.0
Vitória (ES),2º trimestre 2021,Homens,0.0
Vitória (ES),2º trimestre 2021,Mulheres,0.0
Vitória (ES),3º trimestre 2021,Homens,0.0
Vitória (ES),3º trimestre 2021,Mulheres,0.0
Vitória (ES),4º trimestre 2021,Homens,0.0
Vitória (ES),4º trimestre 2021,Mulheres,0.0
Vitória (ES),1º trimestre 2022,Homens,0.0
Vitória (ES),1º trimestre 2022,Mulheres,0.0
Vitória (ES),2º trimestre 2022,Homens,153.0
Vitória (ES),2º trimestre 2022,Mulheres,173.0
Vitória (ES),3º trimestre 2022,Homens,155.0
Vitória (ES),3º trimestre 2022,Mulheres,177.0
Vitória (ES),4º trimestre 2022,Homens,153.0
Vitória (ES),4º trimestre 2022,Mulheres,179.0
Vitória (ES),1º trimestre 2023,Homens,148.0
Vitória (ES),1º trimestre 2023,Mulheres,181.0
Vitória (ES),2º trimestre 2023,Homens,148.0
Vitória (ES),2º trimestre 2023,Mulheres,176.0
Vitória (ES),3º trimestre 2023,Homens,150.0
Vitória (ES),3º trimestre 2023,Mulheres,174.0
Vitória (ES),4º trimestre 2023,Homens,155.0
Vitória (ES),4º trimestre 2023,Mulheres,174.0
Vitória (ES),1º trimestre 2024,Homens,151.0
Vitória (ES),1º trimestre 2024,Mulheres,180.0
Vitória (ES),2º trimestre 2024,Homens,152.0
Vitória (ES),2º trimestre 2024,Mulheres,175.0
Vitória (ES),3º trimestre 2024,Homens,151.0
Vitória (ES),3º trimestre 2024,Mulheres,181.0
Vitória (ES),4º trimestre 2024,Homens,151.0
Vitória (ES),4º trimestre 2024,Mulheres,178.0
Rio de Janeiro (RJ),1º trimestre 2012,Homens,2474.0
Rio de Janeiro (RJ),1º trimestre 2012,Mulheres,2888.0
Rio de Janeiro (RJ),2º trimestre 2012,Homens,2442.0
Rio de Janeiro (RJ),2º trimestre 2012,Mulheres,2906.0
Rio de Janeiro (RJ),3º trimestre 2012,Homens,2470.0
Rio de Janeiro (RJ),3º trimestre 2012,Mulheres,2868.0
Rio de Janeiro (RJ),4º trimestre 2012,Homens,2484.0
Rio de Janeiro (RJ),4º trimestre 2012,Mulheres,2868.0
Rio de Janeiro (RJ),1º trimestre 2013,Homens,2476.0
Rio de Janeiro (RJ),1º trimestre 2013,Mulheres,2890.0
Rio de Janeiro (RJ),2º trimestre 2013,Homens,2453.0
Rio de Janeiro (RJ),2º trimestre 2013,Mulheres,2897.0
Rio de Janeiro (RJ),3º trimestre 2013,Homens,2471.0
Rio de Janeiro (RJ),3º trimestre 2013,Mulheres,2901.0
Rio de Janeiro (RJ),4º trimestre 2013,Homens,2463.0
Rio de Janeiro (RJ),4º trimestre 2013,Mulheres,2940.0
Rio de Janeiro (RJ),1º trimestre 2014,Homens,2487.0
Rio de Janeiro (RJ),1º trimestre 2014,Mulheres,2933.0
Rio de Janeiro (RJ),2º trimestre 2014,Homens,2519.0
Rio de Janeiro (RJ),2º trimestre 2014,Mulheres,2944.0
Rio de Janeiro (RJ),3º trimestre 2014,Homens,2534.0
Rio de Janeiro (RJ),3º trimestre 2014,Mulheres,2966.0
Rio de Janeiro (RJ),4º trimestre 2014,Homens,2553.0
Rio de Janeiro (RJ),4º trimestre 2014,Mulheres,2976.0
Rio de Janeiro (RJ),1º trimestre 2015,Homens,2541.0
Rio de Janeiro (RJ),1º trimestre 2015,Mulheres,3016.0
Rio de Janeiro (RJ),2º trimestre 2015,Homens,2555.0
Rio de Janeiro (RJ),2º trimestre 2015,Mulheres,3030.0
Rio de Janeiro (RJ),3º trimestre 2015,Homens,2555.0
Rio de Janeiro (RJ),3º trimestre 2015,Mulheres,3011.0
Rio de Janeiro (RJ),4º trimestre 2015,Homens,2549.0
Rio de Janeiro (RJ),4º trimestre 2015,Mulheres,3000.0
Rio de Janeiro (RJ),1º trimestre 2016,Homens,2568.0
Rio de Janeiro (RJ),1º trimestre 2016,Mulheres,2995.0
Rio de Janeiro (RJ),2º trimestre 2016,Homens,2611.0
Rio de Janeiro (RJ),2º trimestre 2016,Mulheres,2966.0
Rio de Janeiro (RJ),3º trimestre 2016,Homens,2621.0
Rio de Janeiro (RJ),3º trimestre 2016,Mulheres,2928.0
Rio de Janeiro (RJ),4º trimestre 2016,Homens,2605.0
Rio de Janeiro (RJ),4º trimestre 2016,Mulheres,2938.0
Rio de Janeiro (RJ),1º trimestre 2017,Homens,2618.0
Rio de Janeiro (RJ),1º trimestre 2017,Mulheres,2965.0
Rio de Janeiro (RJ),2º trimestre 2017,Homens,2637.0
Rio de Janeiro (RJ),2º trimestre 2017,Mulheres,2989.0
Rio de Janeiro (RJ),3º trimestre 2017,Homens,2621.0
Rio de Janeiro (RJ),3º trimestre 2017,Mulheres,2991.0
Rio de Janeiro (RJ),4º trimestre 2017,Homens,2644.0
Rio de Janeiro (RJ),4º trimestre 2017,Mulheres,3007.0
Rio de Janeiro (RJ),1º trimestre 2018,Homens,2619.0
Rio de Janeiro (RJ),1º trimestre 2018,Mulheres,3049.0
Rio de Janeiro (RJ),2º trimestre 2018,Homens,2617.0
Rio de Janeiro (RJ),2º trimestre 2018,Mulheres,3038.0
Rio de Janeiro (RJ),3º trimestre 2018,Homens,2597.0
Rio de Janeiro (RJ),3º trimestre 2018,Mulheres,3042.0
Rio de Janeiro (RJ),4º trimestre 2018,Homens,2592.0
Rio de Janeiro (RJ),4º trimestre 2018,Mulheres,3031.0
Rio de Janeiro (RJ),1º trimestre 2019,Homens,2598.0
Rio de Janeiro (RJ),1º trimestre 2019,Mulheres,3050.0
Rio de Janeiro (RJ),2º trimestre 2019,Homens,2627.0
Rio de Janeiro (RJ),2º trimestre 2019,Mulheres,3051.0
Rio de Janeiro (RJ),3º trimestre 2019,Homens,2642.0
Rio de Janeiro (RJ),3º trimestre 2019,Mulheres,3065.0
Rio de Janeiro (RJ),4º trimestre 2019,Homens,2659.0
Rio de Janeiro (RJ),4º trimestre 2019,Mulheres,3093.0
Rio de Janeiro (RJ),1º trimestre 2020,Homens,2658.0
Rio de Janeiro (RJ),1º trimestre 2020,Mulheres,3124.0
Rio de Janeiro (RJ),2º trimestre 2020,Homens,0.0
Rio de Janeiro (RJ),2º trimestre 2020,Mulheres,0.0
Rio de Janeiro (RJ),3º trimestre 2020,Homens,0.0
Rio de Janeiro (RJ),3º trimestre 2020,Mulheres,0.0
Rio de Janeiro (RJ),4º trimestre 2020,Homens,0.0
Rio de Janeiro (RJ),4º trimestre 2020,Mulheres,0.0
Rio de Janeiro (RJ),1º trimestre 2021,Homens,0.0
Rio de Janeiro (RJ),1º trimestre 2021,Mulheres,0.0
Rio de Janeiro (RJ),2º trimestre 2021,Homens,0.0
Rio de Janeiro (RJ),2º trimestre 2021,Mulheres,0.0
Rio de Janeiro (RJ),3º trimestre 2021,Homens,0.0
Rio de Janeiro (RJ),3º trimestre 2021,Mulheres,0.0
Rio de Janeiro (RJ),4º trimestre 2021,Homens,0.0
Rio de Janeiro (RJ),4º trimestre 2021,Mulheres,0.0
Rio de Janeiro (RJ),1º trimestre 2022,Homens,0.0
Rio de Janeiro (RJ),1º trimestre 2022,Mulheres,0.0
Rio de Janeiro (RJ),2º trimestre 2022,Homens,2682.0
Rio de Janeiro (RJ),2º trimestre 2022,Mulheres,3150.0
Rio de Janeiro (RJ),3º trimestre 2022,Homens,2700.0
Rio de Janeiro (RJ),3º trimestre 2022,Mulheres,3132.0
Rio de Janeiro (RJ),4º trimestre 2022,Homens,2712.0
Rio de Janeiro (RJ),4º trimestre 2022,Mulheres,3107.0
Rio de Janeiro (RJ),1º trimestre 2023,Homens,2716.0
Rio de Janeiro (RJ),1º trimestre 2023,Mulheres,3101.0
Rio de Janeiro (RJ),2º trimestre 2023,Homens,2705.0
Rio de Janeiro (RJ),2º trimestre 2023,Mulheres,3120.0
Rio de Janeiro (RJ),3º trimestre 2023,Homens,2708.0
Rio de Janeiro (RJ),3º trimestre 2023,Mulheres,3094.0
Rio de Janeiro (RJ),4º trimestre 2023,Homens,2667.0
Rio de Janeiro (RJ),4º trimestre 2023,Mulheres,3120.0
Rio de Janeiro (RJ),1º trimestre 2024,Homens,2674.0
Rio de Janeiro (RJ),1º trimestre 2024,Mulheres,3152.0
Rio de Janeiro (RJ),2º trimestre 2024,Homens,2694.0
Rio de Janeiro (RJ),2º trimestre 2024,Mulheres,3140.0
Rio de Janeiro (RJ),3º trimestre 2024,Homens,2673.0
Rio de Janeiro (RJ),3º trimestre 2024,Mulheres,3157.0
Rio de Janeiro (RJ),4º trimestre 2024,Homens,2681.0
Rio de Janeiro (RJ),4º trimestre 2024,Mulheres,3164.0
São Paulo (SP),1º trimestre 2012,Homens,4514.0
São Paulo (SP),1º trimestre 2012,Mulheres,5117.0
São Paulo (SP),2º trimestre 2012,Homens,4512.0
São Paulo (SP),2º trimestre 2012,Mulheres,5075.0
São Paulo (SP),3º trimestre 2012,Homens,4557.0
São Paulo (SP),3º trimestre 2012,Mulheres,5150.0
São Paulo (SP),4º trimestre 2012,Homens,4551.0
São Paulo (SP),4º trimestre 2012,Mulheres,5151.0
São Paulo (SP),1º trimestre 2013,Homens,4589.0
São Paulo (SP),1º trimestre 2013,Mulheres,5178.0
São Paulo (SP),2º trimestre 2013,Homens,4598.0
