municipio,trimestre,Posição na ocupação,quantidade de posição e categoria
Rio Grande do Sul,2º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",89.0
Rio Grande do Sul,2º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",102.0
Rio Grande do Sul,2º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,489.0
Rio Grande do Sul,2º trimestre 2020,Empregador,269.0
Rio Grande do Sul,2º trimestre 2020,Conta própria,1347.0
Rio Grande do Sul,2º trimestre 2020,Trabalhador familiar auxiliar,162.0
Rio Grande do Sul,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",2465.0
Rio Grande do Sul,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2082.0
Rio Grande do Sul,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",382.0
Rio Grande do Sul,3º trimestre 2020,Trabalhador doméstico,257.0
Rio Grande do Sul,3º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,83.0
Rio Grande do Sul,3º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,174.0
Rio Grande do Sul,3º trimestre 2020,Empregado no setor público,644.0
Rio Grande do Sul,3º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",94.0
Rio Grande do Sul,3º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",108.0
Rio Grande do Sul,3º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,441.0
Rio Grande do Sul,3º trimestre 2020,Empregador,278.0
Rio Grande do Sul,3º trimestre 2020,Conta própria,1310.0
Rio Grande do Sul,3º trimestre 2020,Trabalhador familiar auxiliar,158.0
Rio Grande do Sul,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",2570.0
Rio Grande do Sul,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2162.0
Rio Grande do Sul,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",408.0
Rio Grande do Sul,4º trimestre 2020,Trabalhador doméstico,269.0
Rio Grande do Sul,4º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,87.0
Rio Grande do Sul,4º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,182.0
Rio Grande do Sul,4º trimestre 2020,Empregado no setor público,658.0
Rio Grande do Sul,4º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",102.0
Rio Grande do Sul,4º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",101.0
Rio Grande do Sul,4º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,454.0
Rio Grande do Sul,4º trimestre 2020,Empregador,301.0
Rio Grande do Sul,4º trimestre 2020,Conta própria,1381.0
Rio Grande do Sul,4º trimestre 2020,Trabalhador familiar auxiliar,177.0
Rio Grande do Sul,1º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2551.0
Rio Grande do Sul,1º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2163.0
Rio Grande do Sul,1º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",388.0
Rio Grande do Sul,1º trimestre 2021,Trabalhador doméstico,282.0
Rio Grande do Sul,1º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,88.0
Rio Grande do Sul,1º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,194.0
Rio Grande do Sul,1º trimestre 2021,Empregado no setor público,649.0
Rio Grande do Sul,1º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",100.0
Rio Grande do Sul,1º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",78.0
Rio Grande do Sul,1º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,471.0
Rio Grande do Sul,1º trimestre 2021,Empregador,330.0
Rio Grande do Sul,1º trimestre 2021,Conta própria,1376.0
Rio Grande do Sul,1º trimestre 2021,Trabalhador familiar auxiliar,172.0
Rio Grande do Sul,2º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2673.0
Rio Grande do Sul,2º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2247.0
Rio Grande do Sul,2º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",427.0
Rio Grande do Sul,2º trimestre 2021,Trabalhador doméstico,274.0
Rio Grande do Sul,2º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,78.0
Rio Grande do Sul,2º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,196.0
Rio Grande do Sul,2º trimestre 2021,Empregado no setor público,676.0
Rio Grande do Sul,2º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",100.0
Rio Grande do Sul,2º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",103.0
Rio Grande do Sul,2º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,474.0
Rio Grande do Sul,2º trimestre 2021,Empregador,298.0
Rio Grande do Sul,2º trimestre 2021,Conta própria,1399.0
Rio Grande do Sul,2º trimestre 2021,Trabalhador familiar auxiliar,169.0
Rio Grande do Sul,3º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2695.0
Rio Grande do Sul,3º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2233.0
Rio Grande do Sul,3º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",463.0
Rio Grande do Sul,3º trimestre 2021,Trabalhador doméstico,290.0
Rio Grande do Sul,3º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,86.0
Rio Grande do Sul,3º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,204.0
Rio Grande do Sul,3º trimestre 2021,Empregado no setor público,664.0
Rio Grande do Sul,3º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",100.0
Rio Grande do Sul,3º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",91.0
Rio Grande do Sul,3º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,473.0
Rio Grande do Sul,3º trimestre 2021,Empregador,288.0
Rio Grande do Sul,3º trimestre 2021,Conta própria,1458.0
Rio Grande do Sul,3º trimestre 2021,Trabalhador familiar auxiliar,178.0
Rio Grande do Sul,4º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2739.0
Rio Grande do Sul,4º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2217.0
Rio Grande do Sul,4º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",522.0
Rio Grande do Sul,4º trimestre 2021,Trabalhador doméstico,295.0
Rio Grande do Sul,4º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,89.0
Rio Grande do Sul,4º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,205.0
Rio Grande do Sul,4º trimestre 2021,Empregado no setor público,664.0
Rio Grande do Sul,4º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",109.0
Rio Grande do Sul,4º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",95.0
Rio Grande do Sul,4º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,460.0
Rio Grande do Sul,4º trimestre 2021,Empregador,276.0
Rio Grande do Sul,4º trimestre 2021,Conta própria,1522.0
Rio Grande do Sul,4º trimestre 2021,Trabalhador familiar auxiliar,178.0
Rio Grande do Sul,1º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2865.0
Rio Grande do Sul,1º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2324.0
Rio Grande do Sul,1º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",541.0
Rio Grande do Sul,1º trimestre 2022,Trabalhador doméstico,287.0
Rio Grande do Sul,1º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,67.0
Rio Grande do Sul,1º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,220.0
Rio Grande do Sul,1º trimestre 2022,Empregado no setor público,634.0
Rio Grande do Sul,1º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",79.0
Rio Grande do Sul,1º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",73.0
Rio Grande do Sul,1º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,481.0
Rio Grande do Sul,1º trimestre 2022,Empregador,295.0
Rio Grande do Sul,1º trimestre 2022,Conta própria,1478.0
Rio Grande do Sul,1º trimestre 2022,Trabalhador familiar auxiliar,181.0
Rio Grande do Sul,2º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2847.0
Rio Grande do Sul,2º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2297.0
Rio Grande do Sul,2º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",550.0
Rio Grande do Sul,2º trimestre 2022,Trabalhador doméstico,289.0
Rio Grande do Sul,2º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,78.0
Rio Grande do Sul,2º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,211.0
Rio Grande do Sul,2º trimestre 2022,Empregado no setor público,666.0
Rio Grande do Sul,2º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",89.0
Rio Grande do Sul,2º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",101.0
Rio Grande do Sul,2º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,476.0
Rio Grande do Sul,2º trimestre 2022,Empregador,319.0
Rio Grande do Sul,2º trimestre 2022,Conta própria,1496.0
Rio Grande do Sul,2º trimestre 2022,Trabalhador familiar auxiliar,178.0
Rio Grande do Sul,3º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2916.0
Rio Grande do Sul,3º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2371.0
Rio Grande do Sul,3º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",545.0
Rio Grande do Sul,3º trimestre 2022,Trabalhador doméstico,284.0
Rio Grande do Sul,3º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,76.0
Rio Grande do Sul,3º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,208.0
Rio Grande do Sul,3º trimestre 2022,Empregado no setor público,663.0
Rio Grande do Sul,3º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",102.0
Rio Grande do Sul,3º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",91.0
Rio Grande do Sul,3º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,471.0
Rio Grande do Sul,3º trimestre 2022,Empregador,333.0
Rio Grande do Sul,3º trimestre 2022,Conta própria,1502.0
Rio Grande do Sul,3º trimestre 2022,Trabalhador familiar auxiliar,187.0
Rio Grande do Sul,4º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2990.0
Rio Grande do Sul,4º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2426.0
Rio Grande do Sul,4º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",564.0
Rio Grande do Sul,4º trimestre 2022,Trabalhador doméstico,308.0
Rio Grande do Sul,4º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,82.0
Rio Grande do Sul,4º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,226.0
Rio Grande do Sul,4º trimestre 2022,Empregado no setor público,668.0
Rio Grande do Sul,4º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",96.0
Rio Grande do Sul,4º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",87.0
Rio Grande do Sul,4º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,485.0
Rio Grande do Sul,4º trimestre 2022,Empregador,310.0
Rio Grande do Sul,4º trimestre 2022,Conta própria,1497.0
Rio Grande do Sul,4º trimestre 2022,Trabalhador familiar auxiliar,178.0
Rio Grande do Sul,1º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2987.0
Rio Grande do Sul,1º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2454.0
Rio Grande do Sul,1º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",533.0
Rio Grande do Sul,1º trimestre 2023,Trabalhador doméstico,315.0
Rio Grande do Sul,1º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,93.0
Rio Grande do Sul,1º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,222.0
Rio Grande do Sul,1º trimestre 2023,Empregado no setor público,640.0
Rio Grande do Sul,1º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",96.0
Rio Grande do Sul,1º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",86.0
Rio Grande do Sul,1º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,457.0
Rio Grande do Sul,1º trimestre 2023,Empregador,328.0
Rio Grande do Sul,1º trimestre 2023,Conta própria,1472.0
Rio Grande do Sul,1º trimestre 2023,Trabalhador familiar auxiliar,183.0
Rio Grande do Sul,2º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2996.0
Rio Grande do Sul,2º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2466.0
Rio Grande do Sul,2º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",529.0
Rio Grande do Sul,2º trimestre 2023,Trabalhador doméstico,325.0
Rio Grande do Sul,2º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,80.0
Rio Grande do Sul,2º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,245.0
Rio Grande do Sul,2º trimestre 2023,Empregado no setor público,646.0
Rio Grande do Sul,2º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",97.0
Rio Grande do Sul,2º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",103.0
Rio Grande do Sul,2º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,446.0
Rio Grande do Sul,2º trimestre 2023,Empregador,296.0
Rio Grande do Sul,2º trimestre 2023,Conta própria,1498.0
Rio Grande do Sul,2º trimestre 2023,Trabalhador familiar auxiliar,181.0
Rio Grande do Sul,3º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",2954.0
Rio Grande do Sul,3º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2442.0
Rio Grande do Sul,3º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",512.0
Rio Grande do Sul,3º trimestre 2023,Trabalhador doméstico,327.0
Rio Grande do Sul,3º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,72.0
Rio Grande do Sul,3º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,254.0
Rio Grande do Sul,3º trimestre 2023,Empregado no setor público,640.0
Rio Grande do Sul,3º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",90.0
Rio Grande do Sul,3º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",115.0
Rio Grande do Sul,3º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,435.0
Rio Grande do Sul,3º trimestre 2023,Empregador,303.0
Rio Grande do Sul,3º trimestre 2023,Conta própria,1465.0
Rio Grande do Sul,3º trimestre 2023,Trabalhador familiar auxiliar,154.0
Rio Grande do Sul,4º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico",3002.0
Rio Grande do Sul,4º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2460.0
Rio Grande do Sul,4º trimestre 2023,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",543.0
Rio Grande do Sul,4º trimestre 2023,Trabalhador doméstico,340.0
Rio Grande do Sul,4º trimestre 2023,Trabalhador doméstico - com carteira de trabalho assinada,82.0
Rio Grande do Sul,4º trimestre 2023,Trabalhador doméstico - sem carteira de trabalho assinada,258.0
Rio Grande do Sul,4º trimestre 2023,Empregado no setor público,649.0
Rio Grande do Sul,4º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",103.0
Rio Grande do Sul,4º trimestre 2023,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",108.0
Rio Grande do Sul,4º trimestre 2023,Empregado no setor público - militar e funcionário público estatutário,438.0
Rio Grande do Sul,4º trimestre 2023,Empregador,318.0
Rio Grande do Sul,4º trimestre 2023,Conta própria,1514.0
Rio Grande do Sul,4º trimestre 2023,Trabalhador familiar auxiliar,125.0
Rio Grande do Sul,1º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",3050.0
Rio Grande do Sul,1º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2481.0
Rio Grande do Sul,1º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",569.0
Rio Grande do Sul,1º trimestre 2024,Trabalhador doméstico,328.0
Rio Grande do Sul,1º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,79.0
Rio Grande do Sul,1º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,249.0
Rio Grande do Sul,1º trimestre 2024,Empregado no setor público,616.0
Rio Grande do Sul,1º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",71.0
Rio Grande do Sul,1º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",108.0
Rio Grande do Sul,1º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,437.0
Rio Grande do Sul,1º trimestre 2024,Empregador,309.0
Rio Grande do Sul,1º trimestre 2024,Conta própria,1493.0
Rio Grande do Sul,1º trimestre 2024,Trabalhador familiar auxiliar,102.0
Rio Grande do Sul,2º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",3048.0
Rio Grande do Sul,2º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2448.0
Rio Grande do Sul,2º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",599.0
Rio Grande do Sul,2º trimestre 2024,Trabalhador doméstico,306.0
Rio Grande do Sul,2º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,70.0
Rio Grande do Sul,2º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,237.0
Rio Grande do Sul,2º trimestre 2024,Empregado no setor público,641.0
Rio Grande do Sul,2º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",95.0
Rio Grande do Sul,2º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",97.0
Rio Grande do Sul,2º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,448.0
Rio Grande do Sul,2º trimestre 2024,Empregador,295.0
Rio Grande do Sul,2º trimestre 2024,Conta própria,1465.0
Rio Grande do Sul,2º trimestre 2024,Trabalhador familiar auxiliar,107.0
Rio Grande do Sul,3º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",3136.0
Rio Grande do Sul,3º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2463.0
Rio Grande do Sul,3º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",673.0
Rio Grande do Sul,3º trimestre 2024,Trabalhador doméstico,315.0
Rio Grande do Sul,3º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,78.0
Rio Grande do Sul,3º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,237.0
Rio Grande do Sul,3º trimestre 2024,Empregado no setor público,666.0
Rio Grande do Sul,3º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",112.0
Rio Grande do Sul,3º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",106.0
Rio Grande do Sul,3º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,448.0
Rio Grande do Sul,3º trimestre 2024,Empregador,324.0
Rio Grande do Sul,3º trimestre 2024,Conta própria,1427.0
Rio Grande do Sul,3º trimestre 2024,Trabalhador familiar auxiliar,117.0
Rio Grande do Sul,4º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico",3207.0
Rio Grande do Sul,4º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",2561.0
Rio Grande do Sul,4º trimestre 2024,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",646.0
Rio Grande do Sul,4º trimestre 2024,Trabalhador doméstico,319.0
Rio Grande do Sul,4º trimestre 2024,Trabalhador doméstico - com carteira de trabalho assinada,70.0
Rio Grande do Sul,4º trimestre 2024,Trabalhador doméstico - sem carteira de trabalho assinada,249.0
Rio Grande do Sul,4º trimestre 2024,Empregado no setor público,651.0
Rio Grande do Sul,4º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",89.0
Rio Grande do Sul,4º trimestre 2024,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",116.0
Rio Grande do Sul,4º trimestre 2024,Empregado no setor público - militar e funcionário público estatutário,446.0
Rio Grande do Sul,4º trimestre 2024,Empregador,331.0
Rio Grande do Sul,4º trimestre 2024,Conta própria,1456.0
Rio Grande do Sul,4º trimestre 2024,Trabalhador familiar auxiliar,113.0
Mato Grosso do Sul,1º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico",585.0
Mato Grosso do Sul,1º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",433.0
Mato Grosso do Sul,1º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",152.0
Mato Grosso do Sul,1º trimestre 2012,Trabalhador doméstico,93.0
Mato Grosso do Sul,1º trimestre 2012,Trabalhador doméstico - com carteira de trabalho assinada,30.0
Mato Grosso do Sul,1º trimestre 2012,Trabalhador doméstico - sem carteira de trabalho assinada,64.0
Mato Grosso do Sul,1º trimestre 2012,Empregado no setor público,171.0
Mato Grosso do Sul,1º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",18.0
Mato Grosso do Sul,1º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",28.0
Mato Grosso do Sul,1º trimestre 2012,Empregado no setor público - militar e funcionário público estatutário,126.0
Mato Grosso do Sul,1º trimestre 2012,Empregador,52.0
Mato Grosso do Sul,1º trimestre 2012,Conta própria,207.0
Mato Grosso do Sul,1º trimestre 2012,Trabalhador familiar auxiliar,19.0
Mato Grosso do Sul,2º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico",597.0
Mato Grosso do Sul,2º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",447.0
Mato Grosso do Sul,2º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",150.0
Mato Grosso do Sul,2º trimestre 2012,Trabalhador doméstico,101.0
Mato Grosso do Sul,2º trimestre 2012,Trabalhador doméstico - com carteira de trabalho assinada,32.0
Mato Grosso do Sul,2º trimestre 2012,Trabalhador doméstico - sem carteira de trabalho assinada,69.0
Mato Grosso do Sul,2º trimestre 2012,Empregado no setor público,174.0
Mato Grosso do Sul,2º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",17.0
Mato Grosso do Sul,2º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",27.0
Mato Grosso do Sul,2º trimestre 2012,Empregado no setor público - militar e funcionário público estatutário,131.0
Mato Grosso do Sul,2º trimestre 2012,Empregador,52.0
Mato Grosso do Sul,2º trimestre 2012,Conta própria,224.0
Mato Grosso do Sul,2º trimestre 2012,Trabalhador familiar auxiliar,23.0
Mato Grosso do Sul,3º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico",617.0
Mato Grosso do Sul,3º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",473.0
Mato Grosso do Sul,3º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",143.0
Mato Grosso do Sul,3º trimestre 2012,Trabalhador doméstico,101.0
Mato Grosso do Sul,3º trimestre 2012,Trabalhador doméstico - com carteira de trabalho assinada,31.0
Mato Grosso do Sul,3º trimestre 2012,Trabalhador doméstico - sem carteira de trabalho assinada,71.0
Mato Grosso do Sul,3º trimestre 2012,Empregado no setor público,176.0
Mato Grosso do Sul,3º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",13.0
Mato Grosso do Sul,3º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",30.0
Mato Grosso do Sul,3º trimestre 2012,Empregado no setor público - militar e funcionário público estatutário,132.0
Mato Grosso do Sul,3º trimestre 2012,Empregador,46.0
Mato Grosso do Sul,3º trimestre 2012,Conta própria,223.0
Mato Grosso do Sul,3º trimestre 2012,Trabalhador familiar auxiliar,20.0
Mato Grosso do Sul,4º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico",607.0
Mato Grosso do Sul,4º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",469.0
Mato Grosso do Sul,4º trimestre 2012,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",138.0
Mato Grosso do Sul,4º trimestre 2012,Trabalhador doméstico,104.0
Mato Grosso do Sul,4º trimestre 2012,Trabalhador doméstico - com carteira de trabalho assinada,32.0
Mato Grosso do Sul,4º trimestre 2012,Trabalhador doméstico - sem carteira de trabalho assinada,72.0
Mato Grosso do Sul,4º trimestre 2012,Empregado no setor público,171.0
Mato Grosso do Sul,4º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",14.0
