municipio,posição de ocupação,trimestre,quantidade de posição de ocupação
Florianópolis (SC),Empregador,2º trimestre 2014,12.0
Florianópolis (SC),Empregador,3º trimestre 2014,12.0
Florianópolis (SC),Empregador,4º trimestre 2014,17.0
Florianópolis (SC),Empregador,1º trimestre 2015,13.0
Florianópolis (SC),Empregador,2º trimestre 2015,12.0
Florianópolis (SC),Empregador,3º trimestre 2015,13.0
Florianópolis (SC),Empregador,4º trimestre 2015,11.0
Florianópolis (SC),Empregador,1º trimestre 2016,11.0
Florianópolis (SC),Empregador,2º trimestre 2016,13.0
Florianópolis (SC),Empregador,3º trimestre 2016,15.0
Florianópolis (SC),Empregador,4º trimestre 2016,14.0
Florianópolis (SC),Empregador,1º trimestre 2017,17.0
Florianópolis (SC),Empregador,2º trimestre 2017,16.0
Florianópolis (SC),Empregador,3º trimestre 2017,14.0
Florianópolis (SC),Empregador,4º trimestre 2017,14.0
Florianópolis (SC),Empregador,1º trimestre 2018,15.0
Florianópolis (SC),Empregador,2º trimestre 2018,16.0
Florianópolis (SC),Empregador,3º trimestre 2018,13.0
Florianópolis (SC),Empregador,4º trimestre 2018,16.0
Florianópolis (SC),Empregador,1º trimestre 2019,17.0
Florianópolis (SC),Empregador,2º trimestre 2019,16.0
Florianópolis (SC),Empregador,3º trimestre 2019,16.0
Florianópolis (SC),Empregador,4º trimestre 2019,20.0
Florianópolis (SC),Empregador,1º trimestre 2020,22.0
Florianópolis (SC),Empregador,2º trimestre 2020,0.0
Florianópolis (SC),Empregador,3º trimestre 2020,0.0
Florianópolis (SC),Empregador,4º trimestre 2020,0.0
Florianópolis (SC),Empregador,1º trimestre 2021,0.0
Florianópolis (SC),Empregador,2º trimestre 2021,0.0
Florianópolis (SC),Empregador,3º trimestre 2021,0.0
Florianópolis (SC),Empregador,4º trimestre 2021,0.0
Florianópolis (SC),Empregador,1º trimestre 2022,0.0
Florianópolis (SC),Empregador,2º trimestre 2022,9.0
Florianópolis (SC),Empregador,3º trimestre 2022,10.0
Florianópolis (SC),Empregador,4º trimestre 2022,8.0
Florianópolis (SC),Empregador,1º trimestre 2023,11.0
Florianópolis (SC),Empregador,2º trimestre 2023,12.0
Florianópolis (SC),Empregador,3º trimestre 2023,16.0
Florianópolis (SC),Empregador,4º trimestre 2023,23.0
Florianópolis (SC),Empregador,1º trimestre 2024,20.0
Florianópolis (SC),Empregador,2º trimestre 2024,17.0
Florianópolis (SC),Empregador,3º trimestre 2024,24.0
Florianópolis (SC),Empregador,4º trimestre 2024,24.0
Florianópolis (SC),Conta própria,1º trimestre 2012,41.0
Florianópolis (SC),Conta própria,2º trimestre 2012,41.0
Florianópolis (SC),Conta própria,3º trimestre 2012,53.0
Florianópolis (SC),Conta própria,4º trimestre 2012,49.0
Florianópolis (SC),Conta própria,1º trimestre 2013,58.0
Florianópolis (SC),Conta própria,2º trimestre 2013,52.0
Florianópolis (SC),Conta própria,3º trimestre 2013,50.0
Florianópolis (SC),Conta própria,4º trimestre 2013,53.0
Florianópolis (SC),Conta própria,1º trimestre 2014,44.0
Florianópolis (SC),Conta própria,2º trimestre 2014,48.0
Florianópolis (SC),Conta própria,3º trimestre 2014,45.0
Florianópolis (SC),Conta própria,4º trimestre 2014,48.0
Florianópolis (SC),Conta própria,1º trimestre 2015,54.0
Florianópolis (SC),Conta própria,2º trimestre 2015,53.0
Florianópolis (SC),Conta própria,3º trimestre 2015,54.0
Florianópolis (SC),Conta própria,4º trimestre 2015,56.0
Florianópolis (SC),Conta própria,1º trimestre 2016,57.0
Florianópolis (SC),Conta própria,2º trimestre 2016,54.0
Florianópolis (SC),Conta própria,3º trimestre 2016,54.0
Florianópolis (SC),Conta própria,4º trimestre 2016,49.0
Florianópolis (SC),Conta própria,1º trimestre 2017,50.0
Florianópolis (SC),Conta própria,2º trimestre 2017,51.0
Florianópolis (SC),Conta própria,3º trimestre 2017,53.0
Florianópolis (SC),Conta própria,4º trimestre 2017,56.0
Florianópolis (SC),Conta própria,1º trimestre 2018,61.0
Florianópolis (SC),Conta própria,2º trimestre 2018,61.0
Florianópolis (SC),Conta própria,3º trimestre 2018,68.0
Florianópolis (SC),Conta própria,4º trimestre 2018,72.0
Florianópolis (SC),Conta própria,1º trimestre 2019,68.0
Florianópolis (SC),Conta própria,2º trimestre 2019,74.0
Florianópolis (SC),Conta própria,3º trimestre 2019,70.0
Florianópolis (SC),Conta própria,4º trimestre 2019,71.0
Florianópolis (SC),Conta própria,1º trimestre 2020,61.0
Florianópolis (SC),Conta própria,2º trimestre 2020,0.0
Florianópolis (SC),Conta própria,3º trimestre 2020,0.0
Florianópolis (SC),Conta própria,4º trimestre 2020,0.0
Florianópolis (SC),Conta própria,1º trimestre 2021,0.0
Florianópolis (SC),Conta própria,2º trimestre 2021,0.0
Florianópolis (SC),Conta própria,3º trimestre 2021,0.0
Florianópolis (SC),Conta própria,4º trimestre 2021,0.0
Florianópolis (SC),Conta própria,1º trimestre 2022,0.0
Florianópolis (SC),Conta própria,2º trimestre 2022,92.0
Florianópolis (SC),Conta própria,3º trimestre 2022,86.0
Florianópolis (SC),Conta própria,4º trimestre 2022,90.0
Florianópolis (SC),Conta própria,1º trimestre 2023,89.0
Florianópolis (SC),Conta própria,2º trimestre 2023,82.0
Florianópolis (SC),Conta própria,3º trimestre 2023,77.0
Florianópolis (SC),Conta própria,4º trimestre 2023,80.0
Florianópolis (SC),Conta própria,1º trimestre 2024,93.0
Florianópolis (SC),Conta própria,2º trimestre 2024,83.0
Florianópolis (SC),Conta própria,3º trimestre 2024,89.0
Florianópolis (SC),Conta própria,4º trimestre 2024,80.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2012,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2012,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2012,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2012,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2013,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2013,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2013,2.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2013,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2014,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2014,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2014,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2014,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2015,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2015,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2015,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2015,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2016,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2016,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2016,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2016,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2017,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2017,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2017,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2017,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2018,3.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2018,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2018,2.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2018,2.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2019,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2019,2.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2019,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2019,2.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2020,3.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2022,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2022,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2022,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2023,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2023,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2023,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2023,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,1º trimestre 2024,1.0
Florianópolis (SC),Trabalhador familiar auxiliar,2º trimestre 2024,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,3º trimestre 2024,0.0
Florianópolis (SC),Trabalhador familiar auxiliar,4º trimestre 2024,0.0
Porto Alegre (RS),Empregado,1º trimestre 2012,550.0
Porto Alegre (RS),Empregado,2º trimestre 2012,562.0
Porto Alegre (RS),Empregado,3º trimestre 2012,556.0
Porto Alegre (RS),Empregado,4º trimestre 2012,551.0
Porto Alegre (RS),Empregado,1º trimestre 2013,565.0
Porto Alegre (RS),Empregado,2º trimestre 2013,560.0
Porto Alegre (RS),Empregado,3º trimestre 2013,567.0
Porto Alegre (RS),Empregado,4º trimestre 2013,581.0
Porto Alegre (RS),Empregado,1º trimestre 2014,559.0
Porto Alegre (RS),Empregado,2º trimestre 2014,560.0
Porto Alegre (RS),Empregado,3º trimestre 2014,584.0
Porto Alegre (RS),Empregado,4º trimestre 2014,583.0
Porto Alegre (RS),Empregado,1º trimestre 2015,597.0
Porto Alegre (RS),Empregado,2º trimestre 2015,578.0
Porto Alegre (RS),Empregado,3º trimestre 2015,551.0
Porto Alegre (RS),Empregado,4º trimestre 2015,587.0
Porto Alegre (RS),Empregado,1º trimestre 2016,555.0
Porto Alegre (RS),Empregado,2º trimestre 2016,542.0
Porto Alegre (RS),Empregado,3º trimestre 2016,557.0
Porto Alegre (RS),Empregado,4º trimestre 2016,547.0
Porto Alegre (RS),Empregado,1º trimestre 2017,537.0
Porto Alegre (RS),Empregado,2º trimestre 2017,547.0
Porto Alegre (RS),Empregado,3º trimestre 2017,542.0
Porto Alegre (RS),Empregado,4º trimestre 2017,529.0
Porto Alegre (RS),Empregado,1º trimestre 2018,516.0
Porto Alegre (RS),Empregado,2º trimestre 2018,514.0
Porto Alegre (RS),Empregado,3º trimestre 2018,520.0
Porto Alegre (RS),Empregado,4º trimestre 2018,531.0
Porto Alegre (RS),Empregado,1º trimestre 2019,494.0
Porto Alegre (RS),Empregado,2º trimestre 2019,521.0
Porto Alegre (RS),Empregado,3º trimestre 2019,527.0
Porto Alegre (RS),Empregado,4º trimestre 2019,523.0
Porto Alegre (RS),Empregado,1º trimestre 2020,498.0
Porto Alegre (RS),Empregado,2º trimestre 2020,0.0
Porto Alegre (RS),Empregado,3º trimestre 2020,0.0
Porto Alegre (RS),Empregado,4º trimestre 2020,0.0
Porto Alegre (RS),Empregado,1º trimestre 2021,0.0
Porto Alegre (RS),Empregado,2º trimestre 2021,0.0
Porto Alegre (RS),Empregado,3º trimestre 2021,0.0
Porto Alegre (RS),Empregado,4º trimestre 2021,0.0
Porto Alegre (RS),Empregado,1º trimestre 2022,0.0
Porto Alegre (RS),Empregado,2º trimestre 2022,508.0
Porto Alegre (RS),Empregado,3º trimestre 2022,513.0
Porto Alegre (RS),Empregado,4º trimestre 2022,524.0
Porto Alegre (RS),Empregado,1º trimestre 2023,521.0
Porto Alegre (RS),Empregado,2º trimestre 2023,533.0
Porto Alegre (RS),Empregado,3º trimestre 2023,526.0
Porto Alegre (RS),Empregado,4º trimestre 2023,534.0
Porto Alegre (RS),Empregado,1º trimestre 2024,559.0
Porto Alegre (RS),Empregado,2º trimestre 2024,544.0
Porto Alegre (RS),Empregado,3º trimestre 2024,557.0
Porto Alegre (RS),Empregado,4º trimestre 2024,565.0
Porto Alegre (RS),Empregador,1º trimestre 2012,43.0
Porto Alegre (RS),Empregador,2º trimestre 2012,39.0
Porto Alegre (RS),Empregador,3º trimestre 2012,44.0
Porto Alegre (RS),Empregador,4º trimestre 2012,42.0
Porto Alegre (RS),Empregador,1º trimestre 2013,45.0
Porto Alegre (RS),Empregador,2º trimestre 2013,46.0
Porto Alegre (RS),Empregador,3º trimestre 2013,54.0
Porto Alegre (RS),Empregador,4º trimestre 2013,55.0
Porto Alegre (RS),Empregador,1º trimestre 2014,56.0
Porto Alegre (RS),Empregador,2º trimestre 2014,49.0
Porto Alegre (RS),Empregador,3º trimestre 2014,43.0
Porto Alegre (RS),Empregador,4º trimestre 2014,48.0
Porto Alegre (RS),Empregador,1º trimestre 2015,41.0
Porto Alegre (RS),Empregador,2º trimestre 2015,28.0
Porto Alegre (RS),Empregador,3º trimestre 2015,37.0
Porto Alegre (RS),Empregador,4º trimestre 2015,32.0
Porto Alegre (RS),Empregador,1º trimestre 2016,34.0
Porto Alegre (RS),Empregador,2º trimestre 2016,39.0
Porto Alegre (RS),Empregador,3º trimestre 2016,51.0
Porto Alegre (RS),Empregador,4º trimestre 2016,47.0
Porto Alegre (RS),Empregador,1º trimestre 2017,48.0
Porto Alegre (RS),Empregador,2º trimestre 2017,42.0
Porto Alegre (RS),Empregador,3º trimestre 2017,56.0
Porto Alegre (RS),Empregador,4º trimestre 2017,51.0
Porto Alegre (RS),Empregador,1º trimestre 2018,48.0
Porto Alegre (RS),Empregador,2º trimestre 2018,50.0
Porto Alegre (RS),Empregador,3º trimestre 2018,46.0
Porto Alegre (RS),Empregador,4º trimestre 2018,38.0
Porto Alegre (RS),Empregador,1º trimestre 2019,42.0
Porto Alegre (RS),Empregador,2º trimestre 2019,42.0
Porto Alegre (RS),Empregador,3º trimestre 2019,41.0
Porto Alegre (RS),Empregador,4º trimestre 2019,46.0
Porto Alegre (RS),Empregador,1º trimestre 2020,42.0
Porto Alegre (RS),Empregador,2º trimestre 2020,0.0
Porto Alegre (RS),Empregador,3º trimestre 2020,0.0
Porto Alegre (RS),Empregador,4º trimestre 2020,0.0
Porto Alegre (RS),Empregador,1º trimestre 2021,0.0
Porto Alegre (RS),Empregador,2º trimestre 2021,0.0
Porto Alegre (RS),Empregador,3º trimestre 2021,0.0
Porto Alegre (RS),Empregador,4º trimestre 2021,0.0
Porto Alegre (RS),Empregador,1º trimestre 2022,0.0
Porto Alegre (RS),Empregador,2º trimestre 2022,32.0
Porto Alegre (RS),Empregador,3º trimestre 2022,38.0
Porto Alegre (RS),Empregador,4º trimestre 2022,39.0
Porto Alegre (RS),Empregador,1º trimestre 2023,41.0
Porto Alegre (RS),Empregador,2º trimestre 2023,36.0
Porto Alegre (RS),Empregador,3º trimestre 2023,42.0
Porto Alegre (RS),Empregador,4º trimestre 2023,39.0
Porto Alegre (RS),Empregador,1º trimestre 2024,36.0
Porto Alegre (RS),Empregador,2º trimestre 2024,38.0
Porto Alegre (RS),Empregador,3º trimestre 2024,40.0
Porto Alegre (RS),Empregador,4º trimestre 2024,49.0
Porto Alegre (RS),Conta própria,1º trimestre 2012,131.0
Porto Alegre (RS),Conta própria,2º trimestre 2012,130.0
Porto Alegre (RS),Conta própria,3º trimestre 2012,125.0
Porto Alegre (RS),Conta própria,4º trimestre 2012,137.0
Porto Alegre (RS),Conta própria,1º trimestre 2013,139.0
Porto Alegre (RS),Conta própria,2º trimestre 2013,136.0
Porto Alegre (RS),Conta própria,3º trimestre 2013,125.0
Porto Alegre (RS),Conta própria,4º trimestre 2013,123.0
Porto Alegre (RS),Conta própria,1º trimestre 2014,113.0
Porto Alegre (RS),Conta própria,2º trimestre 2014,117.0
Porto Alegre (RS),Conta própria,3º trimestre 2014,120.0
Porto Alegre (RS),Conta própria,4º trimestre 2014,123.0
Porto Alegre (RS),Conta própria,1º trimestre 2015,125.0
Porto Alegre (RS),Conta própria,2º trimestre 2015,142.0
Porto Alegre (RS),Conta própria,3º trimestre 2015,149.0
Porto Alegre (RS),Conta própria,4º trimestre 2015,147.0
Porto Alegre (RS),Conta própria,1º trimestre 2016,158.0
Porto Alegre (RS),Conta própria,2º trimestre 2016,152.0
Porto Alegre (RS),Conta própria,3º trimestre 2016,136.0
Porto Alegre (RS),Conta própria,4º trimestre 2016,143.0
Porto Alegre (RS),Conta própria,1º trimestre 2017,144.0
Porto Alegre (RS),Conta própria,2º trimestre 2017,157.0
Porto Alegre (RS),Conta própria,3º trimestre 2017,154.0
Porto Alegre (RS),Conta própria,4º trimestre 2017,164.0
Porto Alegre (RS),Conta própria,1º trimestre 2018,164.0
Porto Alegre (RS),Conta própria,2º trimestre 2018,164.0
Porto Alegre (RS),Conta própria,3º trimestre 2018,171.0
Porto Alegre (RS),Conta própria,4º trimestre 2018,186.0
Porto Alegre (RS),Conta própria,1º trimestre 2019,201.0
Porto Alegre (RS),Conta própria,2º trimestre 2019,186.0
Porto Alegre (RS),Conta própria,3º trimestre 2019,184.0
Porto Alegre (RS),Conta própria,4º trimestre 2019,185.0
Porto Alegre (RS),Conta própria,1º trimestre 2020,178.0
Porto Alegre (RS),Conta própria,2º trimestre 2020,0.0
Porto Alegre (RS),Conta própria,3º trimestre 2020,0.0
Porto Alegre (RS),Conta própria,4º trimestre 2020,0.0
Porto Alegre (RS),Conta própria,1º trimestre 2021,0.0
Porto Alegre (RS),Conta própria,2º trimestre 2021,0.0
Porto Alegre (RS),Conta própria,3º trimestre 2021,0.0
Porto Alegre (RS),Conta própria,4º trimestre 2021,0.0
Porto Alegre (RS),Conta própria,1º trimestre 2022,0.0
Porto Alegre (RS),Conta própria,2º trimestre 2022,205.0
Porto Alegre (RS),Conta própria,3º trimestre 2022,220.0
Porto Alegre (RS),Conta própria,4º trimestre 2022,211.0
Porto Alegre (RS),Conta própria,1º trimestre 2023,208.0
Porto Alegre (RS),Conta própria,2º trimestre 2023,211.0
Porto Alegre (RS),Conta própria,3º trimestre 2023,205.0
Porto Alegre (RS),Conta própria,4º trimestre 2023,216.0
Porto Alegre (RS),Conta própria,1º trimestre 2024,206.0
Porto Alegre (RS),Conta própria,2º trimestre 2024,204.0
Porto Alegre (RS),Conta própria,3º trimestre 2024,197.0
Porto Alegre (RS),Conta própria,4º trimestre 2024,186.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2012,4.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2012,3.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2012,4.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2012,5.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2013,4.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2013,4.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2013,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2013,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2014,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2014,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2014,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2014,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2015,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2015,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2015,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2015,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2016,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2016,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2016,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2016,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2017,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2017,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2017,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2017,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2018,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2018,6.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2018,4.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2018,5.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2019,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2019,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2019,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2019,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2020,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2022,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2022,4.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2022,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2023,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2023,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2023,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2023,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,1º trimestre 2024,0.0
Porto Alegre (RS),Trabalhador familiar auxiliar,2º trimestre 2024,2.0
Porto Alegre (RS),Trabalhador familiar auxiliar,3º trimestre 2024,1.0
Porto Alegre (RS),Trabalhador familiar auxiliar,4º trimestre 2024,2.0
Campo Grande (MS),Empregado,1º trimestre 2012,293.0
Campo Grande (MS),Empregado,2º trimestre 2012,296.0
Campo Grande (MS),Empregado,3º trimestre 2012,306.0
Campo Grande (MS),Empregado,4º trimestre 2012,296.0
Campo Grande (MS),Empregado,1º trimestre 2013,291.0
Campo Grande (MS),Empregado,2º trimestre 2013,297.0
Campo Grande (MS),Empregado,3º trimestre 2013,302.0
Campo Grande (MS),Empregado,4º trimestre 2013,293.0
Campo Grande (MS),Empregado,1º trimestre 2014,304.0
Campo Grande (MS),Empregado,2º trimestre 2014,300.0
Campo Grande (MS),Empregado,3º trimestre 2014,296.0
Campo Grande (MS),Empregado,4º trimestre 2014,306.0
Campo Grande (MS),Empregado,1º trimestre 2015,301.0
Campo Grande (MS),Empregado,2º trimestre 2015,302.0
Campo Grande (MS),Empregado,3º trimestre 2015,313.0
Campo Grande (MS),Empregado,4º trimestre 2015,312.0
Campo Grande (MS),Empregado,1º trimestre 2016,314.0
Campo Grande (MS),Empregado,2º trimestre 2016,316.0
Campo Grande (MS),Empregado,3º trimestre 2016,314.0
Campo Grande (MS),Empregado,4º trimestre 2016,314.0
Campo Grande (MS),Empregado,1º trimestre 2017,302.0
Campo Grande (MS),Empregado,2º trimestre 2017,303.0
Campo Grande (MS),Empregado,3º trimestre 2017,297.0
Campo Grande (MS),Empregado,4º trimestre 2017,323.0
Campo Grande (MS),Empregado,1º trimestre 2018,313.0
Campo Grande (MS),Empregado,2º trimestre 2018,318.0
Campo Grande (MS),Empregado,3º trimestre 2018,318.0
Campo Grande (MS),Empregado,4º trimestre 2018,327.0
Campo Grande (MS),Empregado,1º trimestre 2019,313.0
Campo Grande (MS),Empregado,2º trimestre 2019,330.0
Campo Grande (MS),Empregado,3º trimestre 2019,334.0
Campo Grande (MS),Empregado,4º trimestre 2019,329.0
Campo Grande (MS),Empregado,1º trimestre 2020,309.0
Campo Grande (MS),Empregado,2º trimestre 2020,0.0
Campo Grande (MS),Empregado,3º trimestre 2020,0.0
Campo Grande (MS),Empregado,4º trimestre 2020,0.0
Campo Grande (MS),Empregado,1º trimestre 2021,0.0
Campo Grande (MS),Empregado,2º trimestre 2021,0.0
Campo Grande (MS),Empregado,3º trimestre 2021,0.0
Campo Grande (MS),Empregado,4º trimestre 2021,0.0
Campo Grande (MS),Empregado,1º trimestre 2022,0.0
Campo Grande (MS),Empregado,2º trimestre 2022,337.0
Campo Grande (MS),Empregado,3º trimestre 2022,333.0
Campo Grande (MS),Empregado,4º trimestre 2022,347.0
Campo Grande (MS),Empregado,1º trimestre 2023,333.0
Campo Grande (MS),Empregado,2º trimestre 2023,341.0
Campo Grande (MS),Empregado,3º trimestre 2023,343.0
Campo Grande (MS),Empregado,4º trimestre 2023,359.0
Campo Grande (MS),Empregado,1º trimestre 2024,340.0
Campo Grande (MS),Empregado,2º trimestre 2024,340.0
Campo Grande (MS),Empregado,3º trimestre 2024,346.0
Campo Grande (MS),Empregado,4º trimestre 2024,346.0
Campo Grande (MS),Empregador,1º trimestre 2012,17.0
Campo Grande (MS),Empregador,2º trimestre 2012,15.0
Campo Grande (MS),Empregador,3º trimestre 2012,12.0
Campo Grande (MS),Empregador,4º trimestre 2012,15.0
Campo Grande (MS),Empregador,1º trimestre 2013,17.0
Campo Grande (MS),Empregador,2º trimestre 2013,12.0
Campo Grande (MS),Empregador,3º trimestre 2013,15.0
Campo Grande (MS),Empregador,4º trimestre 2013,17.0
Campo Grande (MS),Empregador,1º trimestre 2014,17.0
Campo Grande (MS),Empregador,2º trimestre 2014,23.0
Campo Grande (MS),Empregador,3º trimestre 2014,21.0
Campo Grande (MS),Empregador,4º trimestre 2014,21.0
Campo Grande (MS),Empregador,1º trimestre 2015,21.0
Campo Grande (MS),Empregador,2º trimestre 2015,19.0
Campo Grande (MS),Empregador,3º trimestre 2015,21.0
Campo Grande (MS),Empregador,4º trimestre 2015,24.0
Campo Grande (MS),Empregador,1º trimestre 2016,23.0
Campo Grande (MS),Empregador,2º trimestre 2016,26.0
Campo Grande (MS),Empregador,3º trimestre 2016,30.0
Campo Grande (MS),Empregador,4º trimestre 2016,33.0
Campo Grande (MS),Empregador,1º trimestre 2017,23.0
Campo Grande (MS),Empregador,2º trimestre 2017,27.0
Campo Grande (MS),Empregador,3º trimestre 2017,27.0
Campo Grande (MS),Empregador,4º trimestre 2017,23.0
Campo Grande (MS),Empregador,1º trimestre 2018,27.0
Campo Grande (MS),Empregador,2º trimestre 2018,32.0
Campo Grande (MS),Empregador,3º trimestre 2018,23.0
Campo Grande (MS),Empregador,4º trimestre 2018,27.0
