municipio,trimestre,Condição de ocupação,quantidade de condição de ocupação
São Paulo (SP),1º trimestre 2018,Fora da força de trabalho,2801
São Paulo (SP),2º trimestre 2018,Força de trabalho,7015
São Paulo (SP),2º trimestre 2018,Força de trabalho - ocupada,5974
São Paulo (SP),2º trimestre 2018,Força de trabalho - desocupada,1042
São Paulo (SP),2º trimestre 2018,Fora da força de trabalho,2851
São Paulo (SP),3º trimestre 2018,Força de trabalho,7127
São Paulo (SP),3º trimestre 2018,Força de trabalho - ocupada,6114
São Paulo (SP),3º trimestre 2018,Força de trabalho - desocupada,1013
São Paulo (SP),3º trimestre 2018,Fora da força de trabalho,2847
São Paulo (SP),4º trimestre 2018,Força de trabalho,7086
São Paulo (SP),4º trimestre 2018,Força de trabalho - ocupada,6114
São Paulo (SP),4º trimestre 2018,Força de trabalho - desocupada,972
São Paulo (SP),4º trimestre 2018,Fora da força de trabalho,2924
São Paulo (SP),1º trimestre 2019,Força de trabalho,7160
São Paulo (SP),1º trimestre 2019,Força de trabalho - ocupada,6135
São Paulo (SP),1º trimestre 2019,Força de trabalho - desocupada,1024
São Paulo (SP),1º trimestre 2019,Fora da força de trabalho,2905
São Paulo (SP),2º trimestre 2019,Força de trabalho,7197
São Paulo (SP),2º trimestre 2019,Força de trabalho - ocupada,6225
São Paulo (SP),2º trimestre 2019,Força de trabalho - desocupada,972
São Paulo (SP),2º trimestre 2019,Fora da força de trabalho,2917
São Paulo (SP),3º trimestre 2019,Força de trabalho,7320
São Paulo (SP),3º trimestre 2019,Força de trabalho - ocupada,6391
São Paulo (SP),3º trimestre 2019,Força de trabalho - desocupada,929
São Paulo (SP),3º trimestre 2019,Fora da força de trabalho,2856
São Paulo (SP),4º trimestre 2019,Força de trabalho,7224
São Paulo (SP),4º trimestre 2019,Força de trabalho - ocupada,6329
São Paulo (SP),4º trimestre 2019,Força de trabalho - desocupada,895
São Paulo (SP),4º trimestre 2019,Fora da força de trabalho,2947
São Paulo (SP),1º trimestre 2020,Força de trabalho,7184
São Paulo (SP),1º trimestre 2020,Força de trabalho - ocupada,6235
São Paulo (SP),1º trimestre 2020,Força de trabalho - desocupada,949
São Paulo (SP),1º trimestre 2020,Fora da força de trabalho,3042
São Paulo (SP),2º trimestre 2020,Força de trabalho,0
São Paulo (SP),2º trimestre 2020,Força de trabalho - ocupada,0
São Paulo (SP),2º trimestre 2020,Força de trabalho - desocupada,0
São Paulo (SP),2º trimestre 2020,Fora da força de trabalho,0
São Paulo (SP),3º trimestre 2020,Força de trabalho,0
São Paulo (SP),3º trimestre 2020,Força de trabalho - ocupada,0
São Paulo (SP),3º trimestre 2020,Força de trabalho - desocupada,0
São Paulo (SP),3º trimestre 2020,Fora da força de trabalho,0
São Paulo (SP),4º trimestre 2020,Força de trabalho,0
São Paulo (SP),4º trimestre 2020,Força de trabalho - ocupada,0
São Paulo (SP),4º trimestre 2020,Força de trabalho - desocupada,0
São Paulo (SP),4º trimestre 2020,Fora da força de trabalho,0
São Paulo (SP),1º trimestre 2021,Força de trabalho,0
São Paulo (SP),1º trimestre 2021,Força de trabalho - ocupada,0
São Paulo (SP),1º trimestre 2021,Força de trabalho - desocupada,0
São Paulo (SP),1º trimestre 2021,Fora da força de trabalho,0
São Paulo (SP),2º trimestre 2021,Força de trabalho,0
São Paulo (SP),2º trimestre 2021,Força de trabalho - ocupada,0
São Paulo (SP),2º trimestre 2021,Força de trabalho - desocupada,0
São Paulo (SP),2º trimestre 2021,Fora da força de trabalho,0
São Paulo (SP),3º trimestre 2021,Força de trabalho,0
São Paulo (SP),3º trimestre 2021,Força de trabalho - ocupada,0
São Paulo (SP),3º trimestre 2021,Força de trabalho - desocupada,0
São Paulo (SP),3º trimestre 2021,Fora da força de trabalho,0
São Paulo (SP),4º trimestre 2021,Força de trabalho,0
São Paulo (SP),4º trimestre 2021,Força de trabalho - ocupada,0
São Paulo (SP),4º trimestre 2021,Força de trabalho - desocupada,0
São Paulo (SP),4º trimestre 2021,Fora da força de trabalho,0
São Paulo (SP),1º trimestre 2022,Força de trabalho,0
São Paulo (SP),1º trimestre 2022,Força de trabalho - ocupada,0
São Paulo (SP),1º trimestre 2022,Força de trabalho - desocupada,0
São Paulo (SP),1º trimestre 2022,Fora da força de trabalho,0
São Paulo (SP),2º trimestre 2022,Força de trabalho,7176
São Paulo (SP),2º trimestre 2022,Força de trabalho - ocupada,6554
São Paulo (SP),2º trimestre 2022,Força de trabalho - desocupada,622
São Paulo (SP),2º trimestre 2022,Fora da força de trabalho,3167
São Paulo (SP),3º trimestre 2022,Força de trabalho,7121
São Paulo (SP),3º trimestre 2022,Força de trabalho - ocupada,6479
São Paulo (SP),3º trimestre 2022,Força de trabalho - desocupada,642
São Paulo (SP),3º trimestre 2022,Fora da força de trabalho,3218
São Paulo (SP),4º trimestre 2022,Força de trabalho,7096
São Paulo (SP),4º trimestre 2022,Força de trabalho - ocupada,6498
São Paulo (SP),4º trimestre 2022,Força de trabalho - desocupada,598
São Paulo (SP),4º trimestre 2022,Fora da força de trabalho,3295
São Paulo (SP),1º trimestre 2023,Força de trabalho,7093
São Paulo (SP),1º trimestre 2023,Força de trabalho - ocupada,6523
São Paulo (SP),1º trimestre 2023,Força de trabalho - desocupada,569
São Paulo (SP),1º trimestre 2023,Fora da força de trabalho,3328
São Paulo (SP),2º trimestre 2023,Força de trabalho,7201
São Paulo (SP),2º trimestre 2023,Força de trabalho - ocupada,6544
São Paulo (SP),2º trimestre 2023,Força de trabalho - desocupada,656
São Paulo (SP),2º trimestre 2023,Fora da força de trabalho,3271
São Paulo (SP),3º trimestre 2023,Força de trabalho,7189
São Paulo (SP),3º trimestre 2023,Força de trabalho - ocupada,6644
São Paulo (SP),3º trimestre 2023,Força de trabalho - desocupada,545
São Paulo (SP),3º trimestre 2023,Fora da força de trabalho,3289
São Paulo (SP),4º trimestre 2023,Força de trabalho,7214
São Paulo (SP),4º trimestre 2023,Força de trabalho - ocupada,6716
São Paulo (SP),4º trimestre 2023,Força de trabalho - desocupada,499
São Paulo (SP),4º trimestre 2023,Fora da força de trabalho,3337
São Paulo (SP),1º trimestre 2024,Força de trabalho,7214
São Paulo (SP),1º trimestre 2024,Força de trabalho - ocupada,6668
São Paulo (SP),1º trimestre 2024,Força de trabalho - desocupada,546
São Paulo (SP),1º trimestre 2024,Fora da força de trabalho,3392
São Paulo (SP),2º trimestre 2024,Força de trabalho,7329
São Paulo (SP),2º trimestre 2024,Força de trabalho - ocupada,6828
São Paulo (SP),2º trimestre 2024,Força de trabalho - desocupada,500
São Paulo (SP),2º trimestre 2024,Fora da força de trabalho,3291
São Paulo (SP),3º trimestre 2024,Força de trabalho,7296
São Paulo (SP),3º trimestre 2024,Força de trabalho - ocupada,6874
São Paulo (SP),3º trimestre 2024,Força de trabalho - desocupada,421
São Paulo (SP),3º trimestre 2024,Fora da força de trabalho,3362
São Paulo (SP),4º trimestre 2024,Força de trabalho,7437
São Paulo (SP),4º trimestre 2024,Força de trabalho - ocupada,6985
São Paulo (SP),4º trimestre 2024,Força de trabalho - desocupada,452
São Paulo (SP),4º trimestre 2024,Fora da força de trabalho,3319
Curitiba (PR),1º trimestre 2012,Força de trabalho,981
Curitiba (PR),1º trimestre 2012,Força de trabalho - ocupada,930
Curitiba (PR),1º trimestre 2012,Força de trabalho - desocupada,51
Curitiba (PR),1º trimestre 2012,Fora da força de trabalho,486
Curitiba (PR),2º trimestre 2012,Força de trabalho,986
Curitiba (PR),2º trimestre 2012,Força de trabalho - ocupada,935
Curitiba (PR),2º trimestre 2012,Força de trabalho - desocupada,51
Curitiba (PR),2º trimestre 2012,Fora da força de trabalho,487
Curitiba (PR),3º trimestre 2012,Força de trabalho,995
Curitiba (PR),3º trimestre 2012,Força de trabalho - ocupada,947
Curitiba (PR),3º trimestre 2012,Força de trabalho - desocupada,48
Curitiba (PR),3º trimestre 2012,Fora da força de trabalho,475
Curitiba (PR),4º trimestre 2012,Força de trabalho,1013
Curitiba (PR),4º trimestre 2012,Força de trabalho - ocupada,975
Curitiba (PR),4º trimestre 2012,Força de trabalho - desocupada,38
Curitiba (PR),4º trimestre 2012,Fora da força de trabalho,484
Curitiba (PR),1º trimestre 2013,Força de trabalho,1021
Curitiba (PR),1º trimestre 2013,Força de trabalho - ocupada,973
Curitiba (PR),1º trimestre 2013,Força de trabalho - desocupada,48
Curitiba (PR),1º trimestre 2013,Fora da força de trabalho,478
Curitiba (PR),2º trimestre 2013,Força de trabalho,1030
Curitiba (PR),2º trimestre 2013,Força de trabalho - ocupada,986
Curitiba (PR),2º trimestre 2013,Força de trabalho - desocupada,44
Curitiba (PR),2º trimestre 2013,Fora da força de trabalho,481
Curitiba (PR),3º trimestre 2013,Força de trabalho,1041
Curitiba (PR),3º trimestre 2013,Força de trabalho - ocupada,992
Curitiba (PR),3º trimestre 2013,Força de trabalho - desocupada,49
Curitiba (PR),3º trimestre 2013,Fora da força de trabalho,488
Curitiba (PR),4º trimestre 2013,Força de trabalho,1030
Curitiba (PR),4º trimestre 2013,Força de trabalho - ocupada,977
Curitiba (PR),4º trimestre 2013,Força de trabalho - desocupada,52
Curitiba (PR),4º trimestre 2013,Fora da força de trabalho,490
Curitiba (PR),1º trimestre 2014,Força de trabalho,1017
Curitiba (PR),1º trimestre 2014,Força de trabalho - ocupada,981
Curitiba (PR),1º trimestre 2014,Força de trabalho - desocupada,36
Curitiba (PR),1º trimestre 2014,Fora da força de trabalho,509
Curitiba (PR),2º trimestre 2014,Força de trabalho,1032
Curitiba (PR),2º trimestre 2014,Força de trabalho - ocupada,994
Curitiba (PR),2º trimestre 2014,Força de trabalho - desocupada,38
Curitiba (PR),2º trimestre 2014,Fora da força de trabalho,503
Curitiba (PR),3º trimestre 2014,Força de trabalho,1036
Curitiba (PR),3º trimestre 2014,Força de trabalho - ocupada,998
Curitiba (PR),3º trimestre 2014,Força de trabalho - desocupada,38
Curitiba (PR),3º trimestre 2014,Fora da força de trabalho,497
Curitiba (PR),4º trimestre 2014,Força de trabalho,1022
Curitiba (PR),4º trimestre 2014,Força de trabalho - ocupada,979
Curitiba (PR),4º trimestre 2014,Força de trabalho - desocupada,44
Curitiba (PR),4º trimestre 2014,Fora da força de trabalho,507
Curitiba (PR),1º trimestre 2015,Força de trabalho,1030
Curitiba (PR),1º trimestre 2015,Força de trabalho - ocupada,968
Curitiba (PR),1º trimestre 2015,Força de trabalho - desocupada,63
Curitiba (PR),1º trimestre 2015,Fora da força de trabalho,505
Curitiba (PR),2º trimestre 2015,Força de trabalho,1042
Curitiba (PR),2º trimestre 2015,Força de trabalho - ocupada,982
Curitiba (PR),2º trimestre 2015,Força de trabalho - desocupada,60
Curitiba (PR),2º trimestre 2015,Fora da força de trabalho,501
Curitiba (PR),3º trimestre 2015,Força de trabalho,1055
Curitiba (PR),3º trimestre 2015,Força de trabalho - ocupada,986
Curitiba (PR),3º trimestre 2015,Força de trabalho - desocupada,69
Curitiba (PR),3º trimestre 2015,Fora da força de trabalho,491
Curitiba (PR),4º trimestre 2015,Força de trabalho,1051
Curitiba (PR),4º trimestre 2015,Força de trabalho - ocupada,993
Curitiba (PR),4º trimestre 2015,Força de trabalho - desocupada,58
Curitiba (PR),4º trimestre 2015,Fora da força de trabalho,499
Curitiba (PR),1º trimestre 2016,Força de trabalho,1076
Curitiba (PR),1º trimestre 2016,Força de trabalho - ocupada,960
Curitiba (PR),1º trimestre 2016,Força de trabalho - desocupada,116
Curitiba (PR),1º trimestre 2016,Fora da força de trabalho,486
Curitiba (PR),2º trimestre 2016,Força de trabalho,1063
Curitiba (PR),2º trimestre 2016,Força de trabalho - ocupada,953
Curitiba (PR),2º trimestre 2016,Força de trabalho - desocupada,109
Curitiba (PR),2º trimestre 2016,Fora da força de trabalho,502
Curitiba (PR),3º trimestre 2016,Força de trabalho,1040
Curitiba (PR),3º trimestre 2016,Força de trabalho - ocupada,935
Curitiba (PR),3º trimestre 2016,Força de trabalho - desocupada,105
Curitiba (PR),3º trimestre 2016,Fora da força de trabalho,532
Curitiba (PR),4º trimestre 2016,Força de trabalho,1071
Curitiba (PR),4º trimestre 2016,Força de trabalho - ocupada,978
Curitiba (PR),4º trimestre 2016,Força de trabalho - desocupada,94
Curitiba (PR),4º trimestre 2016,Fora da força de trabalho,509
Curitiba (PR),1º trimestre 2017,Força de trabalho,1058
Curitiba (PR),1º trimestre 2017,Força de trabalho - ocupada,938
Curitiba (PR),1º trimestre 2017,Força de trabalho - desocupada,119
Curitiba (PR),1º trimestre 2017,Fora da força de trabalho,529
Curitiba (PR),2º trimestre 2017,Força de trabalho,1081
Curitiba (PR),2º trimestre 2017,Força de trabalho - ocupada,966
Curitiba (PR),2º trimestre 2017,Força de trabalho - desocupada,115
Curitiba (PR),2º trimestre 2017,Fora da força de trabalho,494
Curitiba (PR),3º trimestre 2017,Força de trabalho,1065
Curitiba (PR),3º trimestre 2017,Força de trabalho - ocupada,951
Curitiba (PR),3º trimestre 2017,Força de trabalho - desocupada,114
Curitiba (PR),3º trimestre 2017,Fora da força de trabalho,502
Curitiba (PR),4º trimestre 2017,Força de trabalho,1059
Curitiba (PR),4º trimestre 2017,Força de trabalho - ocupada,957
Curitiba (PR),4º trimestre 2017,Força de trabalho - desocupada,103
Curitiba (PR),4º trimestre 2017,Fora da força de trabalho,498
Curitiba (PR),1º trimestre 2018,Força de trabalho,1073
Curitiba (PR),1º trimestre 2018,Força de trabalho - ocupada,960
Curitiba (PR),1º trimestre 2018,Força de trabalho - desocupada,114
Curitiba (PR),1º trimestre 2018,Fora da força de trabalho,494
Curitiba (PR),2º trimestre 2018,Força de trabalho,1086
Curitiba (PR),2º trimestre 2018,Força de trabalho - ocupada,970
Curitiba (PR),2º trimestre 2018,Força de trabalho - desocupada,116
Curitiba (PR),2º trimestre 2018,Fora da força de trabalho,499
Curitiba (PR),3º trimestre 2018,Força de trabalho,1099
Curitiba (PR),3º trimestre 2018,Força de trabalho - ocupada,1003
Curitiba (PR),3º trimestre 2018,Força de trabalho - desocupada,96
Curitiba (PR),3º trimestre 2018,Fora da força de trabalho,480
Curitiba (PR),4º trimestre 2018,Força de trabalho,1106
Curitiba (PR),4º trimestre 2018,Força de trabalho - ocupada,1020
Curitiba (PR),4º trimestre 2018,Força de trabalho - desocupada,86
Curitiba (PR),4º trimestre 2018,Fora da força de trabalho,485
Curitiba (PR),1º trimestre 2019,Força de trabalho,1098
Curitiba (PR),1º trimestre 2019,Força de trabalho - ocupada,1006
Curitiba (PR),1º trimestre 2019,Força de trabalho - desocupada,93
Curitiba (PR),1º trimestre 2019,Fora da força de trabalho,497
Curitiba (PR),2º trimestre 2019,Força de trabalho,1120
Curitiba (PR),2º trimestre 2019,Força de trabalho - ocupada,1018
Curitiba (PR),2º trimestre 2019,Força de trabalho - desocupada,102
Curitiba (PR),2º trimestre 2019,Fora da força de trabalho,480
Curitiba (PR),3º trimestre 2019,Força de trabalho,1121
Curitiba (PR),3º trimestre 2019,Força de trabalho - ocupada,1007
Curitiba (PR),3º trimestre 2019,Força de trabalho - desocupada,114
Curitiba (PR),3º trimestre 2019,Fora da força de trabalho,508
Curitiba (PR),4º trimestre 2019,Força de trabalho,1115
Curitiba (PR),4º trimestre 2019,Força de trabalho - ocupada,1028
Curitiba (PR),4º trimestre 2019,Força de trabalho - desocupada,88
Curitiba (PR),4º trimestre 2019,Fora da força de trabalho,506
Curitiba (PR),1º trimestre 2020,Força de trabalho,1096
Curitiba (PR),1º trimestre 2020,Força de trabalho - ocupada,992
Curitiba (PR),1º trimestre 2020,Força de trabalho - desocupada,104
Curitiba (PR),1º trimestre 2020,Fora da força de trabalho,525
Curitiba (PR),2º trimestre 2020,Força de trabalho,0
Curitiba (PR),2º trimestre 2020,Força de trabalho - ocupada,0
Curitiba (PR),2º trimestre 2020,Força de trabalho - desocupada,0
Curitiba (PR),2º trimestre 2020,Fora da força de trabalho,0
Curitiba (PR),3º trimestre 2020,Força de trabalho,0
Curitiba (PR),3º trimestre 2020,Força de trabalho - ocupada,0
Curitiba (PR),3º trimestre 2020,Força de trabalho - desocupada,0
Curitiba (PR),3º trimestre 2020,Fora da força de trabalho,0
Curitiba (PR),4º trimestre 2020,Força de trabalho,0
Curitiba (PR),4º trimestre 2020,Força de trabalho - ocupada,0
Curitiba (PR),4º trimestre 2020,Força de trabalho - desocupada,0
Curitiba (PR),4º trimestre 2020,Fora da força de trabalho,0
Curitiba (PR),1º trimestre 2021,Força de trabalho,0
Curitiba (PR),1º trimestre 2021,Força de trabalho - ocupada,0
Curitiba (PR),1º trimestre 2021,Força de trabalho - desocupada,0
Curitiba (PR),1º trimestre 2021,Fora da força de trabalho,0
Curitiba (PR),2º trimestre 2021,Força de trabalho,0
Curitiba (PR),2º trimestre 2021,Força de trabalho - ocupada,0
Curitiba (PR),2º trimestre 2021,Força de trabalho - desocupada,0
Curitiba (PR),2º trimestre 2021,Fora da força de trabalho,0
Curitiba (PR),3º trimestre 2021,Força de trabalho,0
Curitiba (PR),3º trimestre 2021,Força de trabalho - ocupada,0
Curitiba (PR),3º trimestre 2021,Força de trabalho - desocupada,0
Curitiba (PR),3º trimestre 2021,Fora da força de trabalho,0
Curitiba (PR),4º trimestre 2021,Força de trabalho,0
Curitiba (PR),4º trimestre 2021,Força de trabalho - ocupada,0
Curitiba (PR),4º trimestre 2021,Força de trabalho - desocupada,0
Curitiba (PR),4º trimestre 2021,Fora da força de trabalho,0
Curitiba (PR),1º trimestre 2022,Força de trabalho,0
Curitiba (PR),1º trimestre 2022,Força de trabalho - ocupada,0
Curitiba (PR),1º trimestre 2022,Força de trabalho - desocupada,0
Curitiba (PR),1º trimestre 2022,Fora da força de trabalho,0
Curitiba (PR),2º trimestre 2022,Força de trabalho,1109
Curitiba (PR),2º trimestre 2022,Força de trabalho - ocupada,1027
Curitiba (PR),2º trimestre 2022,Força de trabalho - desocupada,82
Curitiba (PR),2º trimestre 2022,Fora da força de trabalho,548
Curitiba (PR),3º trimestre 2022,Força de trabalho,1131
Curitiba (PR),3º trimestre 2022,Força de trabalho - ocupada,1062
Curitiba (PR),3º trimestre 2022,Força de trabalho - desocupada,69
Curitiba (PR),3º trimestre 2022,Fora da força de trabalho,544
Curitiba (PR),4º trimestre 2022,Força de trabalho,1131
Curitiba (PR),4º trimestre 2022,Força de trabalho - ocupada,1064
Curitiba (PR),4º trimestre 2022,Força de trabalho - desocupada,67
Curitiba (PR),4º trimestre 2022,Fora da força de trabalho,544
Curitiba (PR),1º trimestre 2023,Força de trabalho,1127
Curitiba (PR),1º trimestre 2023,Força de trabalho - ocupada,1065
Curitiba (PR),1º trimestre 2023,Força de trabalho - desocupada,62
Curitiba (PR),1º trimestre 2023,Fora da força de trabalho,556
Curitiba (PR),2º trimestre 2023,Força de trabalho,1130
Curitiba (PR),2º trimestre 2023,Força de trabalho - ocupada,1070
Curitiba (PR),2º trimestre 2023,Força de trabalho - desocupada,59
Curitiba (PR),2º trimestre 2023,Fora da força de trabalho,576
Curitiba (PR),3º trimestre 2023,Força de trabalho,1155
Curitiba (PR),3º trimestre 2023,Força de trabalho - ocupada,1097
Curitiba (PR),3º trimestre 2023,Força de trabalho - desocupada,58
Curitiba (PR),3º trimestre 2023,Fora da força de trabalho,547
Curitiba (PR),4º trimestre 2023,Força de trabalho,1164
Curitiba (PR),4º trimestre 2023,Força de trabalho - ocupada,1102
Curitiba (PR),4º trimestre 2023,Força de trabalho - desocupada,62
Curitiba (PR),4º trimestre 2023,Fora da força de trabalho,532
Curitiba (PR),1º trimestre 2024,Força de trabalho,1152
Curitiba (PR),1º trimestre 2024,Força de trabalho - ocupada,1085
Curitiba (PR),1º trimestre 2024,Força de trabalho - desocupada,67
Curitiba (PR),1º trimestre 2024,Fora da força de trabalho,547
Curitiba (PR),2º trimestre 2024,Força de trabalho,1151
Curitiba (PR),2º trimestre 2024,Força de trabalho - ocupada,1095
Curitiba (PR),2º trimestre 2024,Força de trabalho - desocupada,56
Curitiba (PR),2º trimestre 2024,Fora da força de trabalho,547
Curitiba (PR),3º trimestre 2024,Força de trabalho,1175
Curitiba (PR),3º trimestre 2024,Força de trabalho - ocupada,1108
Curitiba (PR),3º trimestre 2024,Força de trabalho - desocupada,67
Curitiba (PR),3º trimestre 2024,Fora da força de trabalho,536
Curitiba (PR),4º trimestre 2024,Força de trabalho,1165
Curitiba (PR),4º trimestre 2024,Força de trabalho - ocupada,1115
Curitiba (PR),4º trimestre 2024,Força de trabalho - desocupada,50
Curitiba (PR),4º trimestre 2024,Fora da força de trabalho,538
Florianópolis (SC),1º trimestre 2012,Força de trabalho,226
Florianópolis (SC),1º trimestre 2012,Força de trabalho - ocupada,217
Florianópolis (SC),1º trimestre 2012,Força de trabalho - desocupada,9
Florianópolis (SC),1º trimestre 2012,Fora da força de trabalho,133
Florianópolis (SC),2º trimestre 2012,Força de trabalho,237
Florianópolis (SC),2º trimestre 2012,Força de trabalho - ocupada,225
Florianópolis (SC),2º trimestre 2012,Força de trabalho - desocupada,12
Florianópolis (SC),2º trimestre 2012,Fora da força de trabalho,121
Florianópolis (SC),3º trimestre 2012,Força de trabalho,239
Florianópolis (SC),3º trimestre 2012,Força de trabalho - ocupada,231
Florianópolis (SC),3º trimestre 2012,Força de trabalho - desocupada,9
Florianópolis (SC),3º trimestre 2012,Fora da força de trabalho,126
Florianópolis (SC),4º trimestre 2012,Força de trabalho,243
Florianópolis (SC),4º trimestre 2012,Força de trabalho - ocupada,236
Florianópolis (SC),4º trimestre 2012,Força de trabalho - desocupada,7
Florianópolis (SC),4º trimestre 2012,Fora da força de trabalho,126
Florianópolis (SC),1º trimestre 2013,Força de trabalho,244
Florianópolis (SC),1º trimestre 2013,Força de trabalho - ocupada,233
Florianópolis (SC),1º trimestre 2013,Força de trabalho - desocupada,11
Florianópolis (SC),1º trimestre 2013,Fora da força de trabalho,135
Florianópolis (SC),2º trimestre 2013,Força de trabalho,254
Florianópolis (SC),2º trimestre 2013,Força de trabalho - ocupada,245
Florianópolis (SC),2º trimestre 2013,Força de trabalho - desocupada,10
Florianópolis (SC),2º trimestre 2013,Fora da força de trabalho,125
Florianópolis (SC),3º trimestre 2013,Força de trabalho,246
Florianópolis (SC),3º trimestre 2013,Força de trabalho - ocupada,240
Florianópolis (SC),3º trimestre 2013,Força de trabalho - desocupada,7
Florianópolis (SC),3º trimestre 2013,Fora da força de trabalho,133
Florianópolis (SC),4º trimestre 2013,Força de trabalho,253
Florianópolis (SC),4º trimestre 2013,Força de trabalho - ocupada,246
Florianópolis (SC),4º trimestre 2013,Força de trabalho - desocupada,8
Florianópolis (SC),4º trimestre 2013,Fora da força de trabalho,131
Florianópolis (SC),1º trimestre 2014,Força de trabalho,253
Florianópolis (SC),1º trimestre 2014,Força de trabalho - ocupada,241
Florianópolis (SC),1º trimestre 2014,Força de trabalho - desocupada,12
Florianópolis (SC),1º trimestre 2014,Fora da força de trabalho,131
Florianópolis (SC),2º trimestre 2014,Força de trabalho,251
Florianópolis (SC),2º trimestre 2014,Força de trabalho - ocupada,241
Florianópolis (SC),2º trimestre 2014,Força de trabalho - desocupada,10
Florianópolis (SC),2º trimestre 2014,Fora da força de trabalho,131
Florianópolis (SC),3º trimestre 2014,Força de trabalho,252
Florianópolis (SC),3º trimestre 2014,Força de trabalho - ocupada,242
Florianópolis (SC),3º trimestre 2014,Força de trabalho - desocupada,11
Florianópolis (SC),3º trimestre 2014,Fora da força de trabalho,141
Florianópolis (SC),4º trimestre 2014,Força de trabalho,264
Florianópolis (SC),4º trimestre 2014,Força de trabalho - ocupada,251
Florianópolis (SC),4º trimestre 2014,Força de trabalho - desocupada,12
Florianópolis (SC),4º trimestre 2014,Fora da força de trabalho,134
Florianópolis (SC),1º trimestre 2015,Força de trabalho,255
Florianópolis (SC),1º trimestre 2015,Força de trabalho - ocupada,241
Florianópolis (SC),1º trimestre 2015,Força de trabalho - desocupada,14
Florianópolis (SC),1º trimestre 2015,Fora da força de trabalho,138
Florianópolis (SC),2º trimestre 2015,Força de trabalho,258
Florianópolis (SC),2º trimestre 2015,Força de trabalho - ocupada,243
Florianópolis (SC),2º trimestre 2015,Força de trabalho - desocupada,15
Florianópolis (SC),2º trimestre 2015,Fora da força de trabalho,139
Florianópolis (SC),3º trimestre 2015,Força de trabalho,258
Florianópolis (SC),3º trimestre 2015,Força de trabalho - ocupada,243
Florianópolis (SC),3º trimestre 2015,Força de trabalho - desocupada,15
Florianópolis (SC),3º trimestre 2015,Fora da força de trabalho,139
Florianópolis (SC),4º trimestre 2015,Força de trabalho,259
Florianópolis (SC),4º trimestre 2015,Força de trabalho - ocupada,243
Florianópolis (SC),4º trimestre 2015,Força de trabalho - desocupada,16
Florianópolis (SC),4º trimestre 2015,Fora da força de trabalho,140
Florianópolis (SC),1º trimestre 2016,Força de trabalho,257
Florianópolis (SC),1º trimestre 2016,Força de trabalho - ocupada,241
Florianópolis (SC),1º trimestre 2016,Força de trabalho - desocupada,16
Florianópolis (SC),1º trimestre 2016,Fora da força de trabalho,144
Florianópolis (SC),2º trimestre 2016,Força de trabalho,259
Florianópolis (SC),2º trimestre 2016,Força de trabalho - ocupada,240
Florianópolis (SC),2º trimestre 2016,Força de trabalho - desocupada,19
Florianópolis (SC),2º trimestre 2016,Fora da força de trabalho,147
Florianópolis (SC),3º trimestre 2016,Força de trabalho,255
Florianópolis (SC),3º trimestre 2016,Força de trabalho - ocupada,237
Florianópolis (SC),3º trimestre 2016,Força de trabalho - desocupada,18
Florianópolis (SC),3º trimestre 2016,Fora da força de trabalho,156
Florianópolis (SC),4º trimestre 2016,Força de trabalho,257
Florianópolis (SC),4º trimestre 2016,Força de trabalho - ocupada,244
Florianópolis (SC),4º trimestre 2016,Força de trabalho - desocupada,14
Florianópolis (SC),4º trimestre 2016,Fora da força de trabalho,151
Florianópolis (SC),1º trimestre 2017,Força de trabalho,260
Florianópolis (SC),1º trimestre 2017,Força de trabalho - ocupada,243
Florianópolis (SC),1º trimestre 2017,Força de trabalho - desocupada,17
Florianópolis (SC),1º trimestre 2017,Fora da força de trabalho,153
Florianópolis (SC),2º trimestre 2017,Força de trabalho,248
Florianópolis (SC),2º trimestre 2017,Força de trabalho - ocupada,229
Florianópolis (SC),2º trimestre 2017,Força de trabalho - desocupada,19
Florianópolis (SC),2º trimestre 2017,Fora da força de trabalho,163
Florianópolis (SC),3º trimestre 2017,Força de trabalho,259
Florianópolis (SC),3º trimestre 2017,Força de trabalho - ocupada,237
Florianópolis (SC),3º trimestre 2017,Força de trabalho - desocupada,23
Florianópolis (SC),3º trimestre 2017,Fora da força de trabalho,149
Florianópolis (SC),4º trimestre 2017,Força de trabalho,270
Florianópolis (SC),4º trimestre 2017,Força de trabalho - ocupada,249
Florianópolis (SC),4º trimestre 2017,Força de trabalho - desocupada,21
Florianópolis (SC),4º trimestre 2017,Fora da força de trabalho,146
Florianópolis (SC),1º trimestre 2018,Força de trabalho,272
Florianópolis (SC),1º trimestre 2018,Força de trabalho - ocupada,254
Florianópolis (SC),1º trimestre 2018,Força de trabalho - desocupada,18
Florianópolis (SC),1º trimestre 2018,Fora da força de trabalho,145
Florianópolis (SC),2º trimestre 2018,Força de trabalho,270
Florianópolis (SC),2º trimestre 2018,Força de trabalho - ocupada,253
Florianópolis (SC),2º trimestre 2018,Força de trabalho - desocupada,17
Florianópolis (SC),2º trimestre 2018,Fora da força de trabalho,149
Florianópolis (SC),3º trimestre 2018,Força de trabalho,280
Florianópolis (SC),3º trimestre 2018,Força de trabalho - ocupada,262
Florianópolis (SC),3º trimestre 2018,Força de trabalho - desocupada,19
Florianópolis (SC),3º trimestre 2018,Fora da força de trabalho,145
Florianópolis (SC),4º trimestre 2018,Força de trabalho,289
